funcion_id,sala_id,pelicula_id,fecha,hora
FUN004776,SL0072513,MOV001093,2021-07-01,03:18:23
FUN004777,SL0048553,MOV001290,2021-09-20,12:53:30
FUN004778,SL0069013,MOV000634,2021-12-08,18:11:50
FUN004779,SL0044079,MOV000493,2021-08-18,13:11:47
FUN004780,SL0057129,MOV000574,2021-11-06,14:44:02
FUN004781,SL0073213,MOV001262,2021-12-21,12:17:29
FUN004782,SL0027346,MOV000130,2021-12-30,21:44:09
FUN004783,SL0056353,MOV000402,2021-08-07,01:10:55
FUN004784,SL0023836,MOV000022,2021-06-22,04:16:45
FUN004785,SL0018910,MOV001223,2021-10-09,10:10:09
FUN004786,SL0039571,MOV001120,2022-01-08,11:08:19
FUN004787,SL0023595,MOV001179,2021-04-15,00:45:17
FUN004788,SL0010138,MOV000345,2021-08-22,11:09:03
FUN004789,SL0024142,MOV000282,2021-10-26,19:19:59
FUN004790,SL0024089,MOV001371,2022-01-05,14:15:00
FUN004791,SL0001350,MOV000707,2021-05-19,03:29:50
FUN004792,SL0006890,MOV001110,2021-09-15,09:48:46
FUN004793,SL0069845,MOV001254,2021-12-17,20:43:54
FUN004794,SL0030587,MOV000077,2021-12-01,09:10:07
FUN004795,SL0068451,MOV000371,2021-10-14,08:10:44
FUN004796,SL0017929,MOV000618,2021-12-20,23:35:15
FUN004797,SL0074373,MOV000274,2021-05-19,11:50:16
FUN004798,SL0011953,MOV000941,2021-10-27,05:02:04
FUN004799,SL0038440,MOV001220,2021-04-30,01:28:44
FUN004800,SL0037093,MOV001005,2021-11-27,16:23:12
FUN004801,SL0006592,MOV001382,2021-12-06,11:01:33
FUN004802,SL0029005,MOV000263,2021-09-13,16:46:48
FUN004803,SL0040321,MOV001201,2022-01-01,16:11:55
FUN004804,SL0014449,MOV000303,2021-07-11,22:15:30
FUN004805,SL0000432,MOV001070,2021-12-23,05:46:10
FUN004806,SL0075482,MOV000969,2021-12-14,00:08:03
FUN004807,SL0027727,MOV000654,2021-09-01,13:53:41
FUN004808,SL0014840,MOV000302,2021-11-30,19:50:46
FUN004809,SL0040717,MOV000912,2021-08-23,20:40:45
FUN004810,SL0006248,MOV000666,2021-05-29,20:55:40
FUN004811,SL0000425,MOV000806,2022-01-04,23:31:02
FUN004812,SL0048586,MOV001058,2021-11-24,03:15:01
FUN004813,SL0046660,MOV001043,2022-01-02,20:05:21
FUN004814,SL0035808,MOV000492,2021-12-01,14:33:05
FUN004815,SL0029399,MOV000004,2021-04-12,10:12:20
FUN004816,SL0011179,MOV001131,2021-06-26,10:55:25
FUN004817,SL0067138,MOV000924,2021-12-10,02:30:15
FUN004818,SL0049134,MOV001187,2021-12-19,13:35:58
FUN004819,SL0065238,MOV000038,2021-10-16,18:07:33
FUN004820,SL0043822,MOV001038,2021-03-24,03:32:16
FUN004821,SL0018012,MOV000634,2022-01-03,04:05:45
FUN004822,SL0031759,MOV000493,2021-10-08,12:22:08
FUN004823,SL0005666,MOV000314,2021-12-26,05:53:11
FUN004824,SL0013843,MOV000119,2021-12-22,15:29:14
FUN004825,SL0011880,MOV000489,2021-12-14,09:13:45
FUN004826,SL0058979,MOV000171,2021-12-09,20:45:54
FUN004827,SL0048722,MOV000925,2021-12-13,03:53:10
FUN004828,SL0026441,MOV000213,2021-10-15,23:53:17
FUN004829,SL0054022,MOV000791,2021-06-29,04:51:23
FUN004830,SL0060073,MOV000691,2021-11-28,21:29:51
FUN004831,SL0046345,MOV000971,2021-12-26,03:40:06
FUN004832,SL0030631,MOV001070,2021-12-26,08:10:50
FUN004833,SL0019785,MOV000294,2021-08-31,03:15:32
FUN004834,SL0005413,MOV000342,2021-10-14,12:38:48
FUN004835,SL0069318,MOV000287,2021-10-17,01:49:44
FUN004836,SL0061572,MOV001183,2021-08-04,13:18:20
FUN004837,SL0064310,MOV000568,2021-12-09,06:48:20
FUN004838,SL0059052,MOV001099,2021-12-19,12:36:29
FUN004839,SL0007050,MOV000817,2021-06-13,18:12:39
FUN004840,SL0042044,MOV000032,2021-11-08,11:02:37
FUN004841,SL0059124,MOV000936,2021-11-25,00:35:29
FUN004842,SL0045463,MOV001147,2021-11-08,17:30:05
FUN004843,SL0011287,MOV000305,2021-12-26,10:13:58
FUN004844,SL0006893,MOV000526,2021-11-11,09:35:57
FUN004845,SL0016021,MOV000309,2021-07-14,17:28:50
FUN004846,SL0005470,MOV000787,2021-12-11,00:52:00
FUN004847,SL0056470,MOV000427,2021-11-01,09:15:02
FUN004848,SL0038976,MOV000575,2021-12-07,18:47:14
FUN004849,SL0025079,MOV000710,2021-09-18,09:52:43
FUN004850,SL0024186,MOV000096,2021-11-18,17:05:17
FUN004851,SL0001581,MOV000525,2021-10-01,16:42:11
FUN004852,SL0049650,MOV000125,2021-12-25,09:42:12
FUN004853,SL0029158,MOV000247,2022-01-01,03:02:14
FUN004854,SL0029215,MOV000034,2021-11-04,09:27:48
FUN004855,SL0064263,MOV000228,2021-05-04,17:39:06
FUN004856,SL0032285,MOV000862,2022-01-01,03:00:48
FUN004857,SL0043997,MOV000727,2021-08-31,09:11:30
FUN004858,SL0015833,MOV000168,2021-05-14,14:58:05
FUN004859,SL0028047,MOV000942,2021-09-16,09:11:24
FUN004860,SL0003400,MOV000851,2021-08-11,02:07:53
FUN004861,SL0001553,MOV001080,2021-09-25,13:07:53
FUN004862,SL0023461,MOV001167,2021-11-19,09:59:05
FUN004863,SL0003455,MOV000308,2021-07-24,00:47:12
FUN004864,SL0025317,MOV001010,2021-12-23,08:35:43
FUN004865,SL0006082,MOV000887,2021-12-28,17:18:00
FUN004866,SL0016590,MOV000890,2021-11-10,03:26:34
FUN004867,SL0064502,MOV000764,2021-05-11,06:37:23
FUN004868,SL0030172,MOV001089,2021-12-05,06:33:29
FUN004869,SL0026681,MOV000127,2021-02-13,11:19:46
FUN004870,SL0007791,MOV000274,2021-10-15,20:27:09
FUN004871,SL0060086,MOV001346,2021-10-24,03:26:47
FUN004872,SL0073286,MOV000095,2021-11-20,07:13:49
FUN004873,SL0030921,MOV000175,2021-06-05,23:04:04
FUN004874,SL0046088,MOV000932,2021-12-29,03:15:54
FUN004875,SL0052083,MOV000369,2021-11-29,17:29:32
FUN004876,SL0062647,MOV000681,2021-10-25,18:30:52
FUN004877,SL0041199,MOV000920,2021-12-09,13:53:56
FUN004878,SL0056050,MOV000432,2021-08-12,23:27:03
FUN004879,SL0073067,MOV000059,2021-12-11,19:04:27
FUN004880,SL0015074,MOV000290,2021-09-23,13:33:38
FUN004881,SL0032053,MOV001103,2021-12-18,18:01:15
FUN004882,SL0044477,MOV001201,2021-12-15,14:11:29
FUN004883,SL0041026,MOV000885,2021-10-22,07:47:03
FUN004884,SL0050289,MOV000570,2021-11-24,18:06:19
FUN004885,SL0065060,MOV000418,2021-09-20,15:44:48
FUN004886,SL0054105,MOV000335,2021-09-10,03:11:14
FUN004887,SL0025226,MOV000323,2021-10-04,08:47:01
FUN004888,SL0045180,MOV001292,2021-03-14,16:51:43
FUN004889,SL0044403,MOV000326,2022-01-02,17:24:52
FUN004890,SL0019002,MOV000636,2021-09-27,15:01:11
FUN004891,SL0026548,MOV000896,2022-01-09,12:43:43
FUN004892,SL0018296,MOV000206,2021-07-13,10:00:11
FUN004893,SL0058665,MOV001429,2021-12-21,19:50:25
FUN004894,SL0000502,MOV000058,2021-11-21,00:39:26
FUN004895,SL0059847,MOV000479,2021-12-19,21:24:49
FUN004896,SL0063289,MOV000672,2021-07-09,20:47:23
FUN004897,SL0066307,MOV001013,2021-12-04,22:48:08
FUN004898,SL0059267,MOV000176,2022-01-10,14:42:44
FUN004899,SL0052520,MOV000790,2022-01-06,20:13:41
FUN004900,SL0008257,MOV000093,2021-03-14,04:52:58
FUN004901,SL0054736,MOV000383,2021-04-02,03:59:45
FUN004902,SL0033205,MOV001229,2021-10-17,06:22:46
FUN004903,SL0025245,MOV000192,2021-09-19,07:54:38
FUN004904,SL0002219,MOV000016,2021-10-01,10:35:51
FUN004905,SL0035586,MOV000938,2021-10-25,10:36:27
FUN004906,SL0020461,MOV000976,2021-09-14,10:29:08
FUN004907,SL0017537,MOV000910,2021-12-18,09:13:19
FUN004908,SL0058066,MOV000359,2021-10-06,08:47:34
FUN004909,SL0020968,MOV000007,2021-09-28,16:02:29
FUN004910,SL0001954,MOV001189,2021-09-01,12:39:54
FUN004911,SL0027770,MOV000078,2021-07-10,21:17:43
FUN004912,SL0003706,MOV000544,2021-12-12,04:46:10
FUN004913,SL0013043,MOV001385,2022-01-02,03:21:45
FUN004914,SL0049494,MOV000184,2021-12-07,01:48:42
FUN004915,SL0008200,MOV000225,2021-12-01,18:09:46
FUN004916,SL0038533,MOV000760,2022-01-07,14:59:17
FUN004917,SL0005757,MOV000303,2021-11-03,16:54:11
FUN004918,SL0037784,MOV000045,2021-06-13,11:48:41
FUN004919,SL0037275,MOV000093,2021-08-07,00:08:07
FUN004920,SL0028879,MOV000622,2021-07-18,15:28:12
FUN004921,SL0035676,MOV000679,2021-10-15,20:42:42
FUN004922,SL0018035,MOV000548,2021-11-29,14:09:38
FUN004923,SL0015331,MOV001245,2021-09-18,22:15:10
FUN004924,SL0076620,MOV000172,2021-08-10,20:25:53
FUN004925,SL0072980,MOV000057,2022-01-07,11:28:54
FUN004926,SL0071691,MOV000678,2022-01-04,03:10:50
FUN004927,SL0028709,MOV000179,2022-01-07,06:56:40
FUN004928,SL0053998,MOV000672,2021-10-16,10:14:19
FUN004929,SL0035249,MOV000916,2021-08-17,10:55:18
FUN004930,SL0046009,MOV000406,2021-11-05,05:14:48
FUN004931,SL0016796,MOV000077,2021-11-18,05:08:28
FUN004932,SL0017029,MOV000884,2022-01-09,00:27:09
FUN004933,SL0054653,MOV000924,2021-12-29,01:29:54
FUN004934,SL0021446,MOV001409,2021-10-08,12:49:37
FUN004935,SL0024588,MOV000470,2021-08-28,20:05:20
FUN004936,SL0067285,MOV001105,2021-11-08,07:28:17
FUN004937,SL0026772,MOV000793,2021-11-07,12:54:04
FUN004938,SL0072220,MOV000169,2021-12-15,02:12:44
FUN004939,SL0044028,MOV000779,2021-10-27,03:54:51
FUN004940,SL0052535,MOV000198,2021-12-22,09:35:39
FUN004941,SL0070951,MOV001327,2022-01-02,01:11:03
FUN004942,SL0066872,MOV000311,2021-11-11,00:42:01
FUN004943,SL0021895,MOV000310,2021-06-15,01:15:09
FUN004944,SL0037871,MOV000355,2021-10-02,10:38:17
FUN004945,SL0014119,MOV000353,2021-12-24,12:14:33
FUN004946,SL0022863,MOV001421,2021-07-11,08:06:16
FUN004947,SL0004810,MOV000150,2021-11-03,21:30:36
FUN004948,SL0055555,MOV001429,2022-01-02,02:57:53
FUN004949,SL0020379,MOV000870,2021-11-16,11:42:23
FUN004950,SL0051582,MOV001290,2021-08-14,15:31:26
FUN004951,SL0047269,MOV000895,2021-12-16,16:10:48
FUN004952,SL0000228,MOV000806,2021-07-21,13:27:50
FUN004953,SL0070225,MOV001003,2021-09-16,00:12:02
FUN004954,SL0058874,MOV000874,2021-12-11,04:04:11
FUN004955,SL0003760,MOV000658,2021-12-11,19:05:44
FUN004956,SL0016634,MOV001206,2021-11-23,01:44:05
FUN004957,SL0028600,MOV000954,2021-09-22,04:26:13
FUN004958,SL0013355,MOV001072,2021-12-01,02:33:55
FUN004959,SL0051165,MOV000634,2021-12-12,06:25:16
FUN004960,SL0075892,MOV001063,2021-11-12,05:30:33
FUN004961,SL0033943,MOV001158,2021-06-06,15:08:36
FUN004962,SL0025461,MOV000549,2021-10-26,16:59:35
FUN004963,SL0013633,MOV001044,2021-09-18,00:14:31
FUN004964,SL0069727,MOV000207,2021-07-03,17:02:32
FUN004965,SL0026587,MOV001413,2021-12-10,15:36:10
FUN004966,SL0038620,MOV001367,2021-06-19,00:01:44
FUN004967,SL0052173,MOV000088,2022-01-05,20:44:16
FUN004968,SL0017481,MOV000650,2021-06-29,03:07:51
FUN004969,SL0040995,MOV001053,2021-10-05,23:50:24
FUN004970,SL0064003,MOV000562,2022-01-02,04:30:56
FUN004971,SL0008742,MOV001400,2021-12-08,00:12:45
FUN004972,SL0052138,MOV001401,2021-12-12,20:13:24
FUN004973,SL0042675,MOV000518,2021-12-15,04:39:46
FUN004974,SL0075421,MOV000850,2021-12-17,18:45:58
FUN004975,SL0035634,MOV000856,2021-09-11,15:19:01
FUN004976,SL0065310,MOV000860,2021-06-28,18:39:54
FUN004977,SL0065329,MOV000790,2022-01-10,05:42:20
FUN004978,SL0068475,MOV001365,2022-01-03,12:10:27
FUN004979,SL0054600,MOV000155,2021-11-02,14:18:55
FUN004980,SL0020731,MOV000729,2021-10-07,14:55:04
FUN004981,SL0021394,MOV001092,2021-11-29,15:44:04
FUN004982,SL0056441,MOV001215,2021-11-29,01:31:22
FUN004983,SL0013716,MOV000713,2021-10-21,00:56:24
FUN004984,SL0051611,MOV000065,2021-07-28,17:18:46
FUN004985,SL0056370,MOV000501,2021-05-25,23:24:01
FUN004986,SL0017732,MOV001030,2021-07-28,07:23:03
FUN004987,SL0062933,MOV001148,2021-10-22,17:03:35
FUN004988,SL0052935,MOV000724,2021-10-27,09:22:28
FUN004989,SL0005538,MOV000352,2021-08-30,12:51:53
FUN004990,SL0002386,MOV001380,2021-12-16,12:48:51
FUN004991,SL0037089,MOV001080,2021-11-18,22:04:00
FUN004992,SL0050376,MOV001357,2021-08-19,16:00:36
FUN004993,SL0013313,MOV000250,2021-12-06,23:09:11
FUN004994,SL0009941,MOV000970,2021-06-24,03:05:39
FUN004995,SL0045671,MOV001273,2021-08-06,05:09:26
FUN004996,SL0000167,MOV000389,2021-11-13,09:00:47
FUN004997,SL0006330,MOV000289,2021-11-02,11:13:34
FUN004998,SL0019765,MOV000774,2021-04-04,13:35:03
FUN004999,SL0042262,MOV000108,2021-05-03,17:00:38
FUN005000,SL0033175,MOV001371,2021-12-12,20:18:59
FUN005001,SL0056325,MOV000194,2021-12-24,03:31:05
FUN005002,SL0071093,MOV000109,2021-12-02,03:28:42
FUN005003,SL0001611,MOV001007,2022-01-04,00:53:12
FUN005004,SL0047245,MOV000114,2021-06-17,16:37:13
FUN005005,SL0003282,MOV000788,2021-09-28,23:45:26
FUN005006,SL0055594,MOV000825,2021-03-10,14:50:34
FUN005007,SL0040026,MOV000825,2021-10-30,22:39:31
FUN005008,SL0073964,MOV000888,2021-12-23,09:37:24
FUN005009,SL0042157,MOV001101,2021-07-06,17:56:02
FUN005010,SL0063677,MOV000548,2021-11-15,02:12:19
FUN005011,SL0044821,MOV001118,2021-09-12,15:43:12
FUN005012,SL0054805,MOV001340,2021-11-04,11:47:33
FUN005013,SL0025333,MOV001142,2021-10-27,16:36:28
FUN005014,SL0050956,MOV000471,2021-09-11,01:18:41
FUN005015,SL0062108,MOV000613,2021-08-26,08:41:56
FUN005016,SL0027977,MOV001275,2021-11-19,21:50:44
FUN005017,SL0067021,MOV000847,2021-11-22,19:18:15
FUN005018,SL0004751,MOV001072,2022-01-01,09:29:00
FUN005019,SL0041808,MOV001223,2021-07-04,18:51:27
FUN005020,SL0034929,MOV001195,2021-12-20,01:58:19
FUN005021,SL0053633,MOV001144,2021-09-06,20:51:11
FUN005022,SL0005007,MOV001008,2022-01-09,11:43:55
FUN005023,SL0014803,MOV001066,2022-01-06,16:53:24
FUN005024,SL0059997,MOV000735,2021-10-15,21:05:13
FUN005025,SL0036059,MOV000726,2021-12-14,19:03:22
FUN005026,SL0068529,MOV000068,2022-01-02,11:38:35
FUN005027,SL0073997,MOV000793,2021-11-29,00:33:42
FUN005028,SL0065758,MOV000176,2021-12-08,21:36:03
FUN005029,SL0059357,MOV000878,2021-11-14,21:49:41
FUN005030,SL0037510,MOV001390,2021-12-30,17:52:59
FUN005031,SL0076273,MOV001243,2021-08-23,03:54:07
FUN005032,SL0076467,MOV000544,2021-02-17,11:16:50
FUN005033,SL0013183,MOV001272,2021-08-02,16:29:17
FUN005034,SL0022642,MOV000467,2021-05-10,18:39:05
FUN005035,SL0033491,MOV000557,2021-05-15,07:32:24
FUN005036,SL0051876,MOV000482,2021-11-14,05:26:27
FUN005037,SL0006217,MOV000060,2021-12-21,05:17:15
FUN005038,SL0022585,MOV000617,2021-05-10,20:23:22
FUN005039,SL0019501,MOV000676,2021-09-28,17:47:58
FUN005040,SL0053618,MOV001112,2021-12-30,19:45:40
FUN005041,SL0072216,MOV000641,2022-01-08,22:11:36
FUN005042,SL0063877,MOV000540,2021-12-31,09:47:17
FUN005043,SL0015923,MOV000150,2021-10-20,11:50:52
FUN005044,SL0026465,MOV001346,2022-01-02,15:52:21
FUN005045,SL0069243,MOV001366,2021-11-28,03:23:34
FUN005046,SL0057739,MOV001387,2021-12-04,22:26:59
FUN005047,SL0072475,MOV000130,2021-03-24,21:56:53
FUN005048,SL0072389,MOV000130,2021-08-25,20:16:26
FUN005049,SL0033078,MOV000329,2021-12-30,09:20:52
FUN005050,SL0011377,MOV001416,2021-11-24,16:12:56
FUN005051,SL0032799,MOV000041,2021-11-26,01:51:34
FUN005052,SL0032831,MOV000816,2021-12-15,15:18:59
FUN005053,SL0073208,MOV000304,2021-07-29,10:54:45
FUN005054,SL0051189,MOV000789,2021-12-20,11:36:10
FUN005055,SL0068389,MOV001258,2021-10-25,11:12:33
FUN005056,SL0045756,MOV000546,2022-01-08,11:13:38
FUN005057,SL0068286,MOV000322,2021-07-24,08:19:48
FUN005058,SL0000691,MOV001408,2021-05-04,13:06:42
FUN005059,SL0063335,MOV000230,2021-10-08,03:29:07
FUN005060,SL0071099,MOV000587,2021-11-21,11:23:05
FUN005061,SL0027291,MOV000595,2021-05-04,15:43:36
FUN005062,SL0022840,MOV000355,2021-10-27,02:09:56
FUN005063,SL0073725,MOV000320,2021-06-06,02:11:42
FUN005064,SL0031394,MOV000106,2021-12-01,02:53:38
FUN005065,SL0067997,MOV000951,2022-01-03,20:41:51
FUN005066,SL0065102,MOV001023,2021-12-11,01:07:53
FUN005067,SL0074806,MOV001286,2021-12-22,13:44:22
FUN005068,SL0051756,MOV000118,2022-01-01,21:35:57
FUN005069,SL0024795,MOV001118,2021-08-05,17:32:52
FUN005070,SL0070248,MOV001239,2021-08-28,20:08:23
FUN005071,SL0021429,MOV001045,2021-10-19,01:41:19
FUN005072,SL0059859,MOV000153,2021-12-26,16:33:47
FUN005073,SL0049170,MOV000137,2021-09-09,00:23:46
FUN005074,SL0065940,MOV000479,2022-01-09,14:11:07
FUN005075,SL0036273,MOV000248,2021-09-29,22:26:56
FUN005076,SL0062851,MOV001144,2021-08-07,12:17:59
FUN005077,SL0006411,MOV000060,2021-11-05,12:38:11
FUN005078,SL0064196,MOV000441,2021-09-14,14:36:10
FUN005079,SL0003313,MOV000423,2021-08-07,04:30:02
FUN005080,SL0042958,MOV001127,2021-12-20,23:06:00
FUN005081,SL0045878,MOV001394,2021-12-19,08:28:08
FUN005082,SL0063715,MOV001336,2021-12-16,11:52:32
FUN005083,SL0030893,MOV001169,2021-11-20,13:45:51
FUN005084,SL0069522,MOV000105,2021-12-07,02:25:00
FUN005085,SL0002409,MOV000824,2021-12-11,20:54:59
FUN005086,SL0018172,MOV000956,2021-11-27,12:23:28
FUN005087,SL0012877,MOV000102,2021-07-17,21:39:08
FUN005088,SL0056545,MOV000510,2021-11-24,05:54:34
FUN005089,SL0024754,MOV001344,2021-12-01,08:27:56
FUN005090,SL0028628,MOV000835,2021-12-01,17:43:00
FUN005091,SL0018269,MOV000744,2021-08-13,20:54:02
FUN005092,SL0054615,MOV000165,2021-12-19,20:28:38
FUN005093,SL0008875,MOV000921,2021-11-07,17:05:17
FUN005094,SL0012727,MOV001246,2021-12-29,13:54:16
FUN005095,SL0034263,MOV000912,2021-09-15,20:34:39
FUN005096,SL0031971,MOV000616,2021-10-05,14:54:40
FUN005097,SL0068081,MOV000894,2021-10-29,15:54:45
FUN005098,SL0038338,MOV000473,2021-01-25,10:13:50
FUN005099,SL0058967,MOV000338,2021-04-05,00:11:01
FUN005100,SL0000322,MOV000007,2021-07-01,04:35:37
FUN005101,SL0021314,MOV000808,2021-12-09,00:29:04
FUN005102,SL0054465,MOV001320,2021-12-29,11:59:38
FUN005103,SL0062425,MOV000397,2021-12-02,03:10:49
FUN005104,SL0015512,MOV000541,2021-05-16,04:34:41
FUN005105,SL0013184,MOV000220,2021-12-12,11:38:18
FUN005106,SL0046436,MOV000204,2021-10-26,18:57:43
FUN005107,SL0057378,MOV000842,2021-10-28,02:55:13
FUN005108,SL0019169,MOV000069,2021-12-01,13:57:06
FUN005109,SL0038815,MOV000012,2021-09-01,10:07:34
FUN005110,SL0046979,MOV001243,2021-08-16,23:27:17
FUN005111,SL0064354,MOV000536,2021-12-18,17:38:37
FUN005112,SL0044003,MOV001345,2021-08-15,16:18:23
FUN005113,SL0028218,MOV001403,2021-07-01,08:43:38
FUN005114,SL0041473,MOV000301,2021-09-13,21:48:15
FUN005115,SL0015749,MOV000153,2021-12-03,14:57:52
FUN005116,SL0076080,MOV001006,2021-12-11,16:10:54
FUN005117,SL0022762,MOV000103,2021-10-14,19:00:48
FUN005118,SL0036539,MOV000509,2021-12-28,08:47:45
FUN005119,SL0013531,MOV000584,2021-10-31,06:01:44
FUN005120,SL0016655,MOV000712,2021-10-30,20:52:47
FUN005121,SL0045251,MOV001159,2021-05-21,09:30:24
FUN005122,SL0075070,MOV000752,2021-11-05,23:59:05
FUN005123,SL0018461,MOV000158,2021-11-26,19:16:10
FUN005124,SL0003486,MOV001124,2021-12-26,12:09:14
FUN005125,SL0037520,MOV001402,2021-10-07,21:14:44
FUN005126,SL0041401,MOV000748,2021-11-03,01:36:48
FUN005127,SL0010861,MOV000694,2021-07-05,22:23:45
FUN005128,SL0051953,MOV000720,2022-01-10,12:20:52
FUN005129,SL0034812,MOV000088,2021-12-14,15:43:26
FUN005130,SL0069687,MOV000073,2021-04-11,10:49:43
FUN005131,SL0030713,MOV000210,2022-01-02,19:13:22
FUN005132,SL0020924,MOV000726,2021-11-18,18:45:26
FUN005133,SL0073458,MOV001129,2021-08-14,12:41:08
FUN005134,SL0030601,MOV000070,2021-10-15,14:44:17
FUN005135,SL0023675,MOV000209,2021-12-16,01:06:08
FUN005136,SL0055037,MOV000438,2021-04-22,02:26:07
FUN005137,SL0063231,MOV000699,2021-12-02,07:00:57
FUN005138,SL0061941,MOV001039,2021-10-01,01:00:48
FUN005139,SL0031392,MOV001330,2021-11-11,13:54:13
FUN005140,SL0064956,MOV001189,2021-08-13,04:25:02
FUN005141,SL0000050,MOV000776,2022-01-04,23:59:48
FUN005142,SL0015588,MOV000184,2021-11-26,14:03:05
FUN005143,SL0006943,MOV001383,2022-01-03,21:48:26
FUN005144,SL0054292,MOV000621,2021-12-08,13:06:45
FUN005145,SL0027032,MOV000664,2021-11-04,12:41:38
FUN005146,SL0062356,MOV000648,2021-12-28,10:54:53
FUN005147,SL0058382,MOV000251,2021-11-08,10:11:26
FUN005148,SL0063843,MOV001007,2021-11-22,02:16:11
FUN005149,SL0066221,MOV000436,2022-01-07,09:11:31
FUN005150,SL0074991,MOV000753,2021-11-21,01:28:15
FUN005151,SL0053160,MOV001148,2021-08-22,02:23:33
FUN005152,SL0076568,MOV000337,2021-10-17,20:50:55
FUN005153,SL0013526,MOV000562,2021-12-28,05:33:57
FUN005154,SL0033234,MOV001243,2021-11-01,15:07:31
FUN005155,SL0045860,MOV000909,2021-05-12,00:27:15
FUN005156,SL0065203,MOV000758,2022-01-04,09:13:22
FUN005157,SL0018074,MOV000645,2021-01-25,16:52:20
FUN005158,SL0050600,MOV000920,2021-11-25,14:29:12
FUN005159,SL0005188,MOV000751,2021-07-11,02:48:56
FUN005160,SL0075571,MOV000289,2021-08-19,21:33:48
FUN005161,SL0026921,MOV000647,2021-12-16,02:59:05
FUN005162,SL0002960,MOV001406,2021-10-06,04:35:01
FUN005163,SL0037190,MOV001375,2021-12-06,19:34:34
FUN005164,SL0059112,MOV000159,2021-08-26,21:23:58
FUN005165,SL0050230,MOV001317,2022-01-08,14:32:08
FUN005166,SL0020043,MOV001047,2021-11-09,23:21:57
FUN005167,SL0050939,MOV000686,2021-10-14,14:44:28
FUN005168,SL0071104,MOV000789,2021-12-24,07:06:15
FUN005169,SL0008641,MOV000781,2021-12-08,07:34:13
FUN005170,SL0029157,MOV000001,2021-08-29,17:52:24
FUN005171,SL0072453,MOV000975,2021-04-15,15:54:41
FUN005172,SL0026316,MOV001360,2021-12-08,18:40:46
FUN005173,SL0029358,MOV000521,2021-10-23,03:01:50
FUN005174,SL0060156,MOV000283,2021-07-13,16:08:45
FUN005175,SL0061976,MOV001075,2021-08-11,12:19:40
FUN005176,SL0011718,MOV000808,2021-09-17,02:04:20
FUN005177,SL0064990,MOV000335,2021-12-10,23:22:53
FUN005178,SL0022008,MOV001405,2022-01-03,02:32:33
FUN005179,SL0016989,MOV000485,2021-09-19,06:41:09
FUN005180,SL0026257,MOV000624,2021-10-16,15:20:53
FUN005181,SL0018282,MOV000991,2021-09-24,20:58:47
FUN005182,SL0006798,MOV000667,2021-12-22,04:04:45
FUN005183,SL0075338,MOV000502,2021-12-23,22:42:41
FUN005184,SL0035902,MOV001230,2021-12-19,10:10:22
FUN005185,SL0006107,MOV000890,2021-12-13,19:49:12
FUN005186,SL0063392,MOV000551,2021-07-11,13:54:37
FUN005187,SL0057860,MOV000797,2021-11-03,11:06:19
FUN005188,SL0065628,MOV000634,2021-11-27,21:54:53
FUN005189,SL0072240,MOV000799,2021-04-12,20:12:02
FUN005190,SL0011446,MOV001356,2021-10-15,23:02:10
FUN005191,SL0069734,MOV000978,2021-12-28,11:33:21
FUN005192,SL0029194,MOV000056,2021-11-28,11:24:22
FUN005193,SL0012795,MOV001250,2021-10-19,06:42:39
FUN005194,SL0051918,MOV000847,2021-11-01,08:16:46
FUN005195,SL0048954,MOV001344,2021-11-28,17:10:12
FUN005196,SL0076591,MOV000347,2021-09-17,10:45:12
FUN005197,SL0074771,MOV000684,2021-07-23,17:21:02
FUN005198,SL0056627,MOV000286,2022-01-05,04:09:58
FUN005199,SL0000323,MOV000311,2021-12-09,07:48:57
FUN005200,SL0016393,MOV000348,2021-12-09,02:30:33
FUN005201,SL0006201,MOV000856,2021-12-23,21:38:47
FUN005202,SL0011943,MOV001011,2021-12-17,04:20:26
FUN005203,SL0037056,MOV001237,2021-12-23,23:43:37
FUN005204,SL0075054,MOV001319,2021-09-12,18:24:48
FUN005205,SL0054662,MOV000255,2021-07-12,21:04:42
FUN005206,SL0073639,MOV001090,2022-01-05,17:18:05
FUN005207,SL0047218,MOV000371,2021-12-06,23:55:35
FUN005208,SL0007499,MOV001329,2021-05-13,10:32:07
FUN005209,SL0045643,MOV000220,2021-06-21,08:37:55
FUN005210,SL0020991,MOV001236,2021-11-18,20:13:02
FUN005211,SL0065895,MOV000780,2021-04-03,13:11:43
FUN005212,SL0065637,MOV000938,2021-10-13,02:38:52
FUN005213,SL0060878,MOV001049,2021-06-12,21:35:22
FUN005214,SL0029909,MOV000506,2021-11-24,11:01:24
FUN005215,SL0004254,MOV001327,2021-06-22,00:58:54
FUN005216,SL0053990,MOV001043,2022-01-03,14:15:16
FUN005217,SL0034340,MOV000538,2021-10-15,18:30:24
FUN005218,SL0015603,MOV001178,2021-09-13,17:48:10
FUN005219,SL0066137,MOV000293,2021-12-24,17:54:03
FUN005220,SL0038786,MOV000990,2021-08-20,18:08:29
FUN005221,SL0009673,MOV000938,2021-10-27,03:19:06
FUN005222,SL0052020,MOV001094,2021-12-20,19:55:56
FUN005223,SL0044805,MOV000952,2021-02-22,20:38:04
FUN005224,SL0028887,MOV000253,2021-03-27,20:17:18
FUN005225,SL0073894,MOV001264,2021-12-16,23:26:28
