id,sede_id,numero_sala,n_butacas
SL0045148,S00005879,8,35
SL0045149,S00005880,1,20
SL0045150,S00005880,2,35
SL0045151,S00005880,3,45
SL0045152,S00005880,4,20
SL0045153,S00005880,5,50
SL0045154,S00005881,1,45
SL0045155,S00005881,2,30
SL0045156,S00005881,3,20
SL0045157,S00005881,4,30
SL0045158,S00005881,5,50
SL0045159,S00005882,1,50
SL0045160,S00005882,2,35
SL0045161,S00005882,3,30
SL0045162,S00005882,4,50
SL0045163,S00005882,5,30
SL0045164,S00005883,1,20
SL0045165,S00005883,2,30
SL0045166,S00005883,3,50
SL0045167,S00005883,4,35
SL0045168,S00005883,5,35
SL0045169,S00005883,6,45
SL0045170,S00005883,7,20
SL0045171,S00005883,8,35
SL0045172,S00005883,9,50
SL0045173,S00005883,10,35
SL0045174,S00005884,1,50
SL0045175,S00005884,2,20
SL0045176,S00005884,3,35
SL0045177,S00005884,4,35
SL0045178,S00005884,5,50
SL0045179,S00005885,1,20
SL0045180,S00005885,2,20
SL0045181,S00005885,3,35
SL0045182,S00005885,4,35
SL0045183,S00005885,5,35
SL0045184,S00005886,1,50
SL0045185,S00005886,2,35
SL0045186,S00005886,3,35
SL0045187,S00005886,4,30
SL0045188,S00005886,5,20
SL0045189,S00005886,6,30
SL0045190,S00005886,7,30
SL0045191,S00005886,8,35
SL0045192,S00005887,1,30
SL0045193,S00005887,2,50
SL0045194,S00005887,3,50
SL0045195,S00005887,4,30
SL0045196,S00005887,5,20
SL0045197,S00005888,1,50
SL0045198,S00005888,2,20
SL0045199,S00005888,3,50
SL0045200,S00005888,4,45
SL0045201,S00005888,5,50
SL0045202,S00005888,6,20
SL0045203,S00005888,7,20
SL0045204,S00005888,8,35
SL0045205,S00005889,1,50
SL0045206,S00005889,2,50
SL0045207,S00005889,3,50
SL0045208,S00005889,4,45
SL0045209,S00005889,5,20
SL0045210,S00005890,1,30
SL0045211,S00005890,2,35
SL0045212,S00005890,3,20
SL0045213,S00005890,4,45
SL0045214,S00005890,5,35
SL0045215,S00005890,6,30
SL0045216,S00005890,7,20
SL0045217,S00005890,8,45
SL0045218,S00005890,9,45
SL0045219,S00005890,10,50
SL0045220,S00005891,1,20
SL0045221,S00005891,2,35
SL0045222,S00005891,3,45
SL0045223,S00005891,4,30
SL0045224,S00005891,5,30
SL0045225,S00005891,6,35
SL0045226,S00005891,7,45
SL0045227,S00005891,8,45
SL0045228,S00005892,1,20
SL0045229,S00005892,2,45
SL0045230,S00005892,3,45
SL0045231,S00005892,4,50
SL0045232,S00005892,5,50
SL0045233,S00005893,1,45
SL0045234,S00005893,2,30
SL0045235,S00005893,3,20
SL0045236,S00005893,4,35
SL0045237,S00005893,5,30
SL0045238,S00005893,6,45
SL0045239,S00005893,7,50
SL0045240,S00005893,8,30
SL0045241,S00005894,1,30
SL0045242,S00005894,2,45
SL0045243,S00005894,3,45
SL0045244,S00005894,4,50
SL0045245,S00005894,5,45
SL0045246,S00005895,1,50
SL0045247,S00005895,2,30
SL0045248,S00005895,3,50
SL0045249,S00005895,4,50
SL0045250,S00005895,5,35
SL0045251,S00005895,6,50
SL0045252,S00005895,7,45
SL0045253,S00005895,8,20
SL0045254,S00005895,9,20
SL0045255,S00005895,10,20
SL0045256,S00005896,1,30
SL0045257,S00005896,2,45
SL0045258,S00005896,3,45
SL0045259,S00005896,4,30
SL0045260,S00005896,5,20
SL0045261,S00005897,1,35
SL0045262,S00005897,2,20
SL0045263,S00005897,3,20
SL0045264,S00005897,4,20
SL0045265,S00005897,5,50
SL0045266,S00005898,1,35
SL0045267,S00005898,2,50
SL0045268,S00005898,3,45
SL0045269,S00005898,4,30
SL0045270,S00005898,5,45
SL0045271,S00005898,6,20
SL0045272,S00005898,7,50
SL0045273,S00005898,8,20
SL0045274,S00005899,1,50
SL0045275,S00005899,2,30
SL0045276,S00005899,3,30
SL0045277,S00005899,4,35
SL0045278,S00005899,5,30
SL0045279,S00005899,6,35
SL0045280,S00005899,7,30
SL0045281,S00005899,8,35
SL0045282,S00005899,9,50
SL0045283,S00005899,10,30
SL0045284,S00005900,1,20
SL0045285,S00005900,2,50
SL0045286,S00005900,3,35
SL0045287,S00005900,4,30
SL0045288,S00005900,5,30
SL0045289,S00005901,1,50
SL0045290,S00005901,2,35
SL0045291,S00005901,3,20
SL0045292,S00005901,4,45
SL0045293,S00005901,5,45
SL0045294,S00005901,6,30
SL0045295,S00005901,7,20
SL0045296,S00005901,8,45
SL0045297,S00005901,9,20
SL0045298,S00005901,10,45
SL0045299,S00005902,1,35
SL0045300,S00005902,2,50
SL0045301,S00005902,3,50
SL0045302,S00005902,4,45
SL0045303,S00005902,5,20
SL0045304,S00005903,1,30
SL0045305,S00005903,2,35
SL0045306,S00005903,3,50
SL0045307,S00005903,4,50
SL0045308,S00005903,5,20
SL0045309,S00005904,1,50
SL0045310,S00005904,2,30
SL0045311,S00005904,3,35
SL0045312,S00005904,4,30
SL0045313,S00005904,5,20
SL0045314,S00005904,6,45
SL0045315,S00005904,7,50
SL0045316,S00005904,8,30
SL0045317,S00005904,9,50
SL0045318,S00005904,10,50
SL0045319,S00005905,1,35
SL0045320,S00005905,2,45
SL0045321,S00005905,3,35
SL0045322,S00005905,4,50
SL0045323,S00005905,5,35
SL0045324,S00005905,6,30
SL0045325,S00005905,7,30
SL0045326,S00005905,8,45
SL0045327,S00005905,9,30
SL0045328,S00005905,10,35
SL0045329,S00005906,1,30
SL0045330,S00005906,2,50
SL0045331,S00005906,3,45
SL0045332,S00005906,4,45
SL0045333,S00005906,5,30
SL0045334,S00005907,1,30
SL0045335,S00005907,2,50
SL0045336,S00005907,3,45
SL0045337,S00005907,4,45
SL0045338,S00005907,5,50
SL0045339,S00005907,6,35
SL0045340,S00005907,7,20
SL0045341,S00005907,8,20
SL0045342,S00005907,9,50
SL0045343,S00005907,10,50
SL0045344,S00005908,1,50
SL0045345,S00005908,2,50
SL0045346,S00005908,3,35
SL0045347,S00005908,4,20
SL0045348,S00005908,5,45
SL0045349,S00005909,1,45
SL0045350,S00005909,2,30
SL0045351,S00005909,3,50
SL0045352,S00005909,4,35
SL0045353,S00005909,5,50
SL0045354,S00005910,1,20
SL0045355,S00005910,2,50
SL0045356,S00005910,3,20
SL0045357,S00005910,4,30
SL0045358,S00005910,5,20
SL0045359,S00005910,6,20
SL0045360,S00005910,7,20
SL0045361,S00005910,8,45
SL0045362,S00005910,9,50
SL0045363,S00005910,10,35
SL0045364,S00005911,1,35
SL0045365,S00005911,2,50
SL0045366,S00005911,3,45
SL0045367,S00005911,4,30
SL0045368,S00005911,5,50
SL0045369,S00005912,1,50
SL0045370,S00005912,2,50
SL0045371,S00005912,3,50
SL0045372,S00005912,4,35
SL0045373,S00005912,5,30
SL0045374,S00005912,6,20
SL0045375,S00005912,7,35
SL0045376,S00005912,8,50
SL0045377,S00005913,1,30
SL0045378,S00005913,2,45
SL0045379,S00005913,3,35
SL0045380,S00005913,4,45
SL0045381,S00005913,5,30
SL0045382,S00005914,1,20
SL0045383,S00005914,2,30
SL0045384,S00005914,3,20
SL0045385,S00005914,4,50
SL0045386,S00005914,5,50
SL0045387,S00005914,6,30
SL0045388,S00005914,7,20
SL0045389,S00005914,8,35
SL0045390,S00005915,1,35
SL0045391,S00005915,2,50
SL0045392,S00005915,3,50
SL0045393,S00005915,4,50
SL0045394,S00005915,5,20
SL0045395,S00005915,6,45
SL0045396,S00005915,7,20
SL0045397,S00005915,8,45
SL0045398,S00005916,1,35
SL0045399,S00005916,2,50
SL0045400,S00005916,3,50
SL0045401,S00005916,4,20
SL0045402,S00005916,5,45
SL0045403,S00005916,6,50
SL0045404,S00005916,7,35
SL0045405,S00005916,8,35
SL0045406,S00005916,9,50
SL0045407,S00005916,10,35
SL0045408,S00005917,1,45
SL0045409,S00005917,2,30
SL0045410,S00005917,3,45
SL0045411,S00005917,4,35
SL0045412,S00005917,5,20
SL0045413,S00005918,1,30
SL0045414,S00005918,2,45
SL0045415,S00005918,3,45
SL0045416,S00005918,4,45
SL0045417,S00005918,5,50
SL0045418,S00005918,6,50
SL0045419,S00005918,7,45
SL0045420,S00005918,8,20
SL0045421,S00005918,9,45
SL0045422,S00005918,10,35
SL0045423,S00005919,1,45
SL0045424,S00005919,2,50
SL0045425,S00005919,3,30
SL0045426,S00005919,4,45
SL0045427,S00005919,5,35
SL0045428,S00005919,6,30
SL0045429,S00005919,7,50
SL0045430,S00005919,8,50
SL0045431,S00005919,9,20
SL0045432,S00005919,10,35
SL0045433,S00005920,1,35
SL0045434,S00005920,2,20
SL0045435,S00005920,3,20
SL0045436,S00005920,4,35
SL0045437,S00005920,5,30
SL0045438,S00005920,6,50
SL0045439,S00005920,7,20
SL0045440,S00005920,8,35
SL0045441,S00005921,1,50
SL0045442,S00005921,2,30
SL0045443,S00005921,3,50
SL0045444,S00005921,4,45
SL0045445,S00005921,5,35
SL0045446,S00005921,6,50
SL0045447,S00005921,7,20
SL0045448,S00005921,8,20
SL0045449,S00005922,1,35
SL0045450,S00005922,2,45
SL0045451,S00005922,3,30
SL0045452,S00005922,4,35
SL0045453,S00005922,5,20
SL0045454,S00005922,6,45
SL0045455,S00005922,7,50
SL0045456,S00005922,8,50
SL0045457,S00005922,9,35
SL0045458,S00005922,10,45
SL0045459,S00005923,1,30
SL0045460,S00005923,2,45
SL0045461,S00005923,3,45
SL0045462,S00005923,4,45
SL0045463,S00005923,5,45
SL0045464,S00005923,6,30
SL0045465,S00005923,7,30
SL0045466,S00005923,8,30
SL0045467,S00005924,1,45
SL0045468,S00005924,2,20
SL0045469,S00005924,3,35
SL0045470,S00005924,4,30
SL0045471,S00005924,5,50
SL0045472,S00005925,1,30
SL0045473,S00005925,2,45
SL0045474,S00005925,3,45
SL0045475,S00005925,4,30
SL0045476,S00005925,5,30
SL0045477,S00005926,1,30
SL0045478,S00005926,2,35
SL0045479,S00005926,3,45
SL0045480,S00005926,4,50
SL0045481,S00005926,5,30
SL0045482,S00005926,6,35
SL0045483,S00005926,7,20
SL0045484,S00005926,8,35
SL0045485,S00005927,1,20
SL0045486,S00005927,2,50
SL0045487,S00005927,3,20
SL0045488,S00005927,4,50
SL0045489,S00005927,5,35
SL0045490,S00005927,6,20
SL0045491,S00005927,7,20
SL0045492,S00005927,8,50
SL0045493,S00005928,1,35
SL0045494,S00005928,2,20
SL0045495,S00005928,3,50
SL0045496,S00005928,4,45
SL0045497,S00005928,5,20
SL0045498,S00005929,1,35
SL0045499,S00005929,2,20
SL0045500,S00005929,3,35
SL0045501,S00005929,4,45
SL0045502,S00005929,5,20
SL0045503,S00005929,6,20
SL0045504,S00005929,7,50
SL0045505,S00005929,8,35
SL0045506,S00005930,1,45
SL0045507,S00005930,2,20
SL0045508,S00005930,3,35
SL0045509,S00005930,4,20
SL0045510,S00005930,5,50
SL0045511,S00005930,6,45
SL0045512,S00005930,7,20
SL0045513,S00005930,8,30
SL0045514,S00005931,1,20
SL0045515,S00005931,2,30
SL0045516,S00005931,3,20
SL0045517,S00005931,4,30
SL0045518,S00005931,5,35
SL0045519,S00005931,6,45
SL0045520,S00005931,7,45
SL0045521,S00005931,8,50
SL0045522,S00005932,1,45
SL0045523,S00005932,2,45
SL0045524,S00005932,3,30
SL0045525,S00005932,4,45
SL0045526,S00005932,5,30
SL0045527,S00005932,6,45
SL0045528,S00005932,7,45
SL0045529,S00005932,8,35
SL0045530,S00005933,1,50
SL0045531,S00005933,2,50
SL0045532,S00005933,3,45
SL0045533,S00005933,4,45
SL0045534,S00005933,5,20
SL0045535,S00005933,6,50
SL0045536,S00005933,7,20
SL0045537,S00005933,8,30
SL0045538,S00005934,1,30
SL0045539,S00005934,2,20
SL0045540,S00005934,3,50
SL0045541,S00005934,4,45
SL0045542,S00005934,5,30
SL0045543,S00005934,6,45
SL0045544,S00005934,7,30
SL0045545,S00005934,8,45
SL0045546,S00005935,1,50
SL0045547,S00005935,2,20
SL0045548,S00005935,3,50
SL0045549,S00005935,4,30
SL0045550,S00005935,5,50
SL0045551,S00005936,1,50
SL0045552,S00005936,2,35
SL0045553,S00005936,3,20
SL0045554,S00005936,4,20
SL0045555,S00005936,5,35
SL0045556,S00005936,6,45
SL0045557,S00005936,7,35
SL0045558,S00005936,8,45
SL0045559,S00005936,9,30
SL0045560,S00005936,10,30
SL0045561,S00005937,1,20
SL0045562,S00005937,2,35
SL0045563,S00005937,3,45
SL0045564,S00005937,4,45
SL0045565,S00005937,5,30
SL0045566,S00005937,6,20
SL0045567,S00005937,7,50
SL0045568,S00005937,8,20
SL0045569,S00005938,1,30
SL0045570,S00005938,2,20
SL0045571,S00005938,3,45
SL0045572,S00005938,4,35
SL0045573,S00005938,5,45
SL0045574,S00005939,1,35
SL0045575,S00005939,2,30
SL0045576,S00005939,3,30
SL0045577,S00005939,4,35
SL0045578,S00005939,5,35
SL0045579,S00005939,6,30
SL0045580,S00005939,7,20
SL0045581,S00005939,8,35
SL0045582,S00005939,9,35
SL0045583,S00005939,10,45
SL0045584,S00005940,1,45
SL0045585,S00005940,2,35
SL0045586,S00005940,3,30
SL0045587,S00005940,4,20
SL0045588,S00005940,5,50
SL0045589,S00005940,6,35
SL0045590,S00005940,7,50
SL0045591,S00005940,8,20
SL0045592,S00005941,1,30
SL0045593,S00005941,2,50
SL0045594,S00005941,3,20
SL0045595,S00005941,4,45
SL0045596,S00005941,5,45
SL0045597,S00005941,6,45
SL0045598,S00005941,7,45
SL0045599,S00005941,8,20
SL0045600,S00005941,9,50
SL0045601,S00005941,10,20
SL0045602,S00005942,1,20
SL0045603,S00005942,2,20
SL0045604,S00005942,3,45
SL0045605,S00005942,4,35
SL0045606,S00005942,5,30
SL0045607,S00005942,6,50
SL0045608,S00005942,7,30
SL0045609,S00005942,8,20
SL0045610,S00005943,1,30
SL0045611,S00005943,2,50
SL0045612,S00005943,3,35
SL0045613,S00005943,4,45
SL0045614,S00005943,5,30
SL0045615,S00005944,1,50
SL0045616,S00005944,2,20
SL0045617,S00005944,3,50
SL0045618,S00005944,4,20
SL0045619,S00005944,5,30
SL0045620,S00005944,6,35
SL0045621,S00005944,7,35
SL0045622,S00005944,8,45
SL0045623,S00005944,9,45
SL0045624,S00005944,10,35
SL0045625,S00005945,1,20
SL0045626,S00005945,2,50
SL0045627,S00005945,3,45
SL0045628,S00005945,4,20
SL0045629,S00005945,5,50
SL0045630,S00005945,6,20
SL0045631,S00005945,7,20
SL0045632,S00005945,8,30
SL0045633,S00005946,1,35
SL0045634,S00005946,2,20
SL0045635,S00005946,3,30
SL0045636,S00005946,4,45
SL0045637,S00005946,5,45
SL0045638,S00005946,6,20
SL0045639,S00005946,7,30
SL0045640,S00005946,8,50
SL0045641,S00005946,9,50
SL0045642,S00005946,10,45
SL0045643,S00005947,1,50
SL0045644,S00005947,2,30
SL0045645,S00005947,3,20
SL0045646,S00005947,4,30
SL0045647,S00005947,5,35
SL0045648,S00005947,6,50
SL0045649,S00005947,7,35
SL0045650,S00005947,8,35
SL0045651,S00005947,9,35
SL0045652,S00005947,10,20
SL0045653,S00005948,1,20
SL0045654,S00005948,2,50
SL0045655,S00005948,3,35
SL0045656,S00005948,4,20
SL0045657,S00005948,5,30
SL0045658,S00005949,1,30
SL0045659,S00005949,2,45
SL0045660,S00005949,3,20
SL0045661,S00005949,4,50
SL0045662,S00005949,5,30
SL0045663,S00005949,6,35
SL0045664,S00005949,7,50
SL0045665,S00005949,8,35
SL0045666,S00005949,9,50
SL0045667,S00005949,10,35
SL0045668,S00005950,1,35
SL0045669,S00005950,2,20
SL0045670,S00005950,3,45
SL0045671,S00005950,4,50
SL0045672,S00005950,5,45
SL0045673,S00005950,6,45
SL0045674,S00005950,7,30
SL0045675,S00005950,8,50
SL0045676,S00005951,1,45
SL0045677,S00005951,2,45
SL0045678,S00005951,3,30
SL0045679,S00005951,4,50
SL0045680,S00005951,5,30
SL0045681,S00005952,1,30
SL0045682,S00005952,2,50
SL0045683,S00005952,3,35
SL0045684,S00005952,4,20
SL0045685,S00005952,5,45
SL0045686,S00005952,6,45
SL0045687,S00005952,7,45
SL0045688,S00005952,8,35
SL0045689,S00005953,1,50
SL0045690,S00005953,2,30
SL0045691,S00005953,3,50
SL0045692,S00005953,4,35
SL0045693,S00005953,5,50
SL0045694,S00005954,1,45
SL0045695,S00005954,2,35
SL0045696,S00005954,3,50
SL0045697,S00005954,4,30
SL0045698,S00005954,5,45
SL0045699,S00005954,6,20
SL0045700,S00005954,7,30
SL0045701,S00005954,8,30
SL0045702,S00005955,1,50
SL0045703,S00005955,2,20
SL0045704,S00005955,3,20
SL0045705,S00005955,4,20
SL0045706,S00005955,5,35
SL0045707,S00005956,1,50
SL0045708,S00005956,2,35
SL0045709,S00005956,3,20
SL0045710,S00005956,4,45
SL0045711,S00005956,5,35
SL0045712,S00005956,6,45
SL0045713,S00005956,7,20
SL0045714,S00005956,8,50
SL0045715,S00005957,1,35
SL0045716,S00005957,2,45
SL0045717,S00005957,3,45
SL0045718,S00005957,4,50
SL0045719,S00005957,5,20
SL0045720,S00005957,6,30
SL0045721,S00005957,7,50
SL0045722,S00005957,8,45
SL0045723,S00005958,1,45
SL0045724,S00005958,2,35
SL0045725,S00005958,3,35
SL0045726,S00005958,4,50
SL0045727,S00005958,5,20
SL0045728,S00005959,1,45
SL0045729,S00005959,2,35
SL0045730,S00005959,3,30
SL0045731,S00005959,4,45
SL0045732,S00005959,5,35
SL0045733,S00005959,6,35
SL0045734,S00005959,7,20
SL0045735,S00005959,8,50
SL0045736,S00005960,1,50
SL0045737,S00005960,2,20
SL0045738,S00005960,3,50
SL0045739,S00005960,4,45
SL0045740,S00005960,5,20
SL0045741,S00005960,6,30
SL0045742,S00005960,7,20
SL0045743,S00005960,8,35
SL0045744,S00005961,1,20
SL0045745,S00005961,2,20
SL0045746,S00005961,3,45
SL0045747,S00005961,4,50
SL0045748,S00005961,5,50
SL0045749,S00005961,6,30
SL0045750,S00005961,7,35
SL0045751,S00005961,8,20
SL0045752,S00005962,1,30
SL0045753,S00005962,2,50
SL0045754,S00005962,3,45
SL0045755,S00005962,4,45
SL0045756,S00005962,5,45
SL0045757,S00005963,1,50
SL0045758,S00005963,2,30
SL0045759,S00005963,3,30
SL0045760,S00005963,4,20
SL0045761,S00005963,5,45
SL0045762,S00005963,6,50
SL0045763,S00005963,7,50
SL0045764,S00005963,8,35
SL0045765,S00005963,9,50
SL0045766,S00005963,10,30
SL0045767,S00005964,1,30
SL0045768,S00005964,2,20
SL0045769,S00005964,3,45
SL0045770,S00005964,4,45
SL0045771,S00005964,5,30
SL0045772,S00005964,6,35
SL0045773,S00005964,7,45
SL0045774,S00005964,8,50
SL0045775,S00005965,1,45
SL0045776,S00005965,2,35
SL0045777,S00005965,3,30
SL0045778,S00005965,4,50
SL0045779,S00005965,5,35
SL0045780,S00005965,6,45
SL0045781,S00005965,7,20
SL0045782,S00005965,8,30
SL0045783,S00005966,1,20
SL0045784,S00005966,2,30
SL0045785,S00005966,3,30
SL0045786,S00005966,4,50
SL0045787,S00005966,5,20
SL0045788,S00005966,6,50
SL0045789,S00005966,7,30
SL0045790,S00005966,8,50
SL0045791,S00005966,9,20
SL0045792,S00005966,10,20
SL0045793,S00005967,1,20
SL0045794,S00005967,2,35
SL0045795,S00005967,3,20
SL0045796,S00005967,4,50
SL0045797,S00005967,5,20
SL0045798,S00005967,6,20
SL0045799,S00005967,7,30
SL0045800,S00005967,8,50
SL0045801,S00005967,9,20
SL0045802,S00005967,10,30
SL0045803,S00005968,1,30
SL0045804,S00005968,2,20
SL0045805,S00005968,3,30
SL0045806,S00005968,4,45
SL0045807,S00005968,5,30
SL0045808,S00005968,6,35
SL0045809,S00005968,7,30
SL0045810,S00005968,8,20
SL0045811,S00005969,1,50
SL0045812,S00005969,2,20
SL0045813,S00005969,3,45
SL0045814,S00005969,4,50
SL0045815,S00005969,5,20
SL0045816,S00005969,6,20
SL0045817,S00005969,7,45
SL0045818,S00005969,8,50
SL0045819,S00005969,9,45
SL0045820,S00005969,10,30
SL0045821,S00005970,1,45
SL0045822,S00005970,2,20
SL0045823,S00005970,3,30
SL0045824,S00005970,4,50
SL0045825,S00005970,5,20
SL0045826,S00005971,1,20
SL0045827,S00005971,2,45
SL0045828,S00005971,3,20
SL0045829,S00005971,4,50
SL0045830,S00005971,5,45
SL0045831,S00005972,1,30
SL0045832,S00005972,2,50
SL0045833,S00005972,3,30
SL0045834,S00005972,4,30
SL0045835,S00005972,5,50
SL0045836,S00005972,6,30
SL0045837,S00005972,7,20
SL0045838,S00005972,8,20
SL0045839,S00005972,9,20
SL0045840,S00005972,10,45
SL0045841,S00005973,1,20
SL0045842,S00005973,2,50
SL0045843,S00005973,3,45
SL0045844,S00005973,4,50
SL0045845,S00005973,5,50
SL0045846,S00005973,6,20
SL0045847,S00005973,7,30
SL0045848,S00005973,8,45
SL0045849,S00005974,1,50
SL0045850,S00005974,2,30
SL0045851,S00005974,3,50
SL0045852,S00005974,4,30
SL0045853,S00005974,5,30
SL0045854,S00005975,1,20
SL0045855,S00005975,2,35
SL0045856,S00005975,3,45
SL0045857,S00005975,4,20
SL0045858,S00005975,5,45
SL0045859,S00005975,6,50
SL0045860,S00005975,7,20
SL0045861,S00005975,8,35
SL0045862,S00005976,1,30
SL0045863,S00005976,2,50
SL0045864,S00005976,3,35
SL0045865,S00005976,4,50
SL0045866,S00005976,5,30
SL0045867,S00005977,1,30
SL0045868,S00005977,2,20
SL0045869,S00005977,3,50
SL0045870,S00005977,4,35
SL0045871,S00005977,5,45
SL0045872,S00005977,6,45
SL0045873,S00005977,7,50
SL0045874,S00005977,8,50
SL0045875,S00005977,9,45
SL0045876,S00005977,10,50
SL0045877,S00005978,1,30
SL0045878,S00005978,2,45
SL0045879,S00005978,3,50
SL0045880,S00005978,4,50
SL0045881,S00005978,5,30
SL0045882,S00005979,1,20
SL0045883,S00005979,2,50
SL0045884,S00005979,3,50
SL0045885,S00005979,4,45
SL0045886,S00005979,5,30
SL0045887,S00005980,1,35
SL0045888,S00005980,2,30
SL0045889,S00005980,3,30
SL0045890,S00005980,4,20
SL0045891,S00005980,5,20
SL0045892,S00005980,6,20
SL0045893,S00005980,7,50
SL0045894,S00005980,8,30
SL0045895,S00005980,9,45
SL0045896,S00005980,10,45
SL0045897,S00005981,1,45
SL0045898,S00005981,2,45
SL0045899,S00005981,3,30
SL0045900,S00005981,4,35
SL0045901,S00005981,5,20
SL0045902,S00005982,1,30
SL0045903,S00005982,2,30
SL0045904,S00005982,3,30
SL0045905,S00005982,4,30
SL0045906,S00005982,5,50
SL0045907,S00005982,6,45
SL0045908,S00005982,7,50
SL0045909,S00005982,8,30
SL0045910,S00005982,9,35
SL0045911,S00005982,10,50
SL0045912,S00005983,1,20
SL0045913,S00005983,2,30
SL0045914,S00005983,3,20
SL0045915,S00005983,4,20
SL0045916,S00005983,5,30
SL0045917,S00005984,1,20
SL0045918,S00005984,2,45
SL0045919,S00005984,3,20
SL0045920,S00005984,4,45
SL0045921,S00005984,5,45
SL0045922,S00005984,6,30
SL0045923,S00005984,7,20
SL0045924,S00005984,8,20
SL0045925,S00005985,1,50
SL0045926,S00005985,2,30
SL0045927,S00005985,3,45
SL0045928,S00005985,4,45
SL0045929,S00005985,5,35
SL0045930,S00005985,6,30
SL0045931,S00005985,7,30
SL0045932,S00005985,8,50
SL0045933,S00005985,9,35
SL0045934,S00005985,10,50
SL0045935,S00005986,1,20
SL0045936,S00005986,2,45
SL0045937,S00005986,3,30
SL0045938,S00005986,4,45
SL0045939,S00005986,5,20
SL0045940,S00005986,6,50
SL0045941,S00005986,7,50
SL0045942,S00005986,8,35
SL0045943,S00005986,9,35
SL0045944,S00005986,10,50
SL0045945,S00005987,1,20
SL0045946,S00005987,2,35
SL0045947,S00005987,3,20
SL0045948,S00005987,4,45
SL0045949,S00005987,5,50
SL0045950,S00005987,6,50
SL0045951,S00005987,7,20
SL0045952,S00005987,8,45
SL0045953,S00005987,9,50
SL0045954,S00005987,10,20
SL0045955,S00005988,1,50
SL0045956,S00005988,2,50
SL0045957,S00005988,3,35
SL0045958,S00005988,4,35
SL0045959,S00005988,5,50
SL0045960,S00005988,6,50
SL0045961,S00005988,7,35
SL0045962,S00005988,8,50
SL0045963,S00005989,1,50
SL0045964,S00005989,2,35
SL0045965,S00005989,3,50
SL0045966,S00005989,4,45
SL0045967,S00005989,5,35
SL0045968,S00005989,6,50
SL0045969,S00005989,7,50
SL0045970,S00005989,8,35
SL0045971,S00005990,1,35
SL0045972,S00005990,2,35
SL0045973,S00005990,3,45
SL0045974,S00005990,4,20
SL0045975,S00005990,5,30
SL0045976,S00005991,1,30
SL0045977,S00005991,2,45
SL0045978,S00005991,3,30
SL0045979,S00005991,4,20
SL0045980,S00005991,5,45
SL0045981,S00005992,1,20
SL0045982,S00005992,2,20
SL0045983,S00005992,3,20
SL0045984,S00005992,4,50
SL0045985,S00005992,5,20
SL0045986,S00005992,6,30
SL0045987,S00005992,7,50
SL0045988,S00005992,8,20
SL0045989,S00005993,1,30
SL0045990,S00005993,2,20
SL0045991,S00005993,3,30
SL0045992,S00005993,4,35
SL0045993,S00005993,5,45
SL0045994,S00005994,1,45
SL0045995,S00005994,2,35
SL0045996,S00005994,3,20
SL0045997,S00005994,4,45
SL0045998,S00005994,5,35
SL0045999,S00005994,6,45
SL0046000,S00005994,7,30
SL0046001,S00005994,8,30
SL0046002,S00005994,9,50
SL0046003,S00005994,10,45
SL0046004,S00005995,1,35
SL0046005,S00005995,2,50
SL0046006,S00005995,3,20
SL0046007,S00005995,4,30
SL0046008,S00005995,5,30
SL0046009,S00005996,1,45
SL0046010,S00005996,2,50
SL0046011,S00005996,3,45
SL0046012,S00005996,4,30
SL0046013,S00005996,5,20
SL0046014,S00005997,1,30
SL0046015,S00005997,2,50
SL0046016,S00005997,3,35
SL0046017,S00005997,4,50
SL0046018,S00005997,5,50
SL0046019,S00005998,1,30
SL0046020,S00005998,2,35
SL0046021,S00005998,3,35
SL0046022,S00005998,4,50
SL0046023,S00005998,5,30
SL0046024,S00005998,6,45
SL0046025,S00005998,7,45
SL0046026,S00005998,8,35
SL0046027,S00005998,9,50
SL0046028,S00005998,10,50
SL0046029,S00005999,1,35
SL0046030,S00005999,2,45
SL0046031,S00005999,3,50
SL0046032,S00005999,4,45
SL0046033,S00005999,5,45
SL0046034,S00005999,6,50
SL0046035,S00005999,7,20
SL0046036,S00005999,8,30
SL0046037,S00005999,9,50
SL0046038,S00005999,10,20
SL0046039,S00006000,1,35
SL0046040,S00006000,2,45
SL0046041,S00006000,3,45
SL0046042,S00006000,4,45
SL0046043,S00006000,5,45
SL0046044,S00006000,6,35
SL0046045,S00006000,7,20
SL0046046,S00006000,8,45
SL0046047,S00006000,9,50
SL0046048,S00006000,10,35
SL0046049,S00006001,1,30
SL0046050,S00006001,2,20
SL0046051,S00006001,3,20
SL0046052,S00006001,4,35
SL0046053,S00006001,5,50
SL0046054,S00006001,6,20
SL0046055,S00006001,7,30
SL0046056,S00006001,8,35
SL0046057,S00006002,1,20
SL0046058,S00006002,2,20
SL0046059,S00006002,3,30
SL0046060,S00006002,4,35
SL0046061,S00006002,5,30
SL0046062,S00006003,1,20
SL0046063,S00006003,2,50
SL0046064,S00006003,3,35
SL0046065,S00006003,4,35
SL0046066,S00006003,5,20
SL0046067,S00006004,1,50
SL0046068,S00006004,2,20
SL0046069,S00006004,3,45
SL0046070,S00006004,4,30
SL0046071,S00006004,5,50
SL0046072,S00006004,6,35
SL0046073,S00006004,7,45
SL0046074,S00006004,8,50
SL0046075,S00006004,9,45
SL0046076,S00006004,10,35
SL0046077,S00006005,1,30
SL0046078,S00006005,2,35
SL0046079,S00006005,3,45
