id,cliente_id,colaborador_id,sede_id,fecha,hora,qr_id
VE0004858,C00000755,CL0001103,S00000986,2020-12-07,09:36:47,peeVmtOqAytmKUhokxqY
VE0004859,C00009829,CL0008565,S00002314,2020-03-19,18:10:47,rpErZEcDhPGaTBdsIMcO
VE0004860,C00004848,CL0000820,S00009843,2020-12-05,22:22:26,hhYOAezHUPRDtgGuzveH
VE0004861,C00002126,CL0009604,S00002736,2021-02-26,10:54:49,dLpNOKeuEGhiMRauHRWm
VE0004862,C00005392,CL0009275,S00009857,2020-04-27,10:34:12,POJFqxIwXIpmdTYdKreq
VE0004863,C00005067,CL0009317,S00002640,2020-01-18,14:56:56,BMrPIlKlMmQwpJRHiHeP
VE0004864,C00007731,CL0006686,S00006802,2020-05-09,06:07:38,vOmxcUOuKDqNoPYziQdy
VE0004865,C00004635,CL0008797,S00002202,2020-07-18,00:13:13,QDzrZvcrpgbhOXKHNDGT
VE0004866,C00004528,CL0006919,S00001284,2020-09-13,02:42:48,KLeBBKTqvbmDfsYvgvEa
VE0004867,C00007613,CL0002822,S00009676,2020-08-11,19:20:33,MrexSHWIhaLPnEcstZsX
VE0004868,C00007205,CL0001198,S00006961,2020-01-29,06:03:31,nbpMkwqxWSoRhfXyqCEh
VE0004869,C00001896,CL0001497,S00000777,2020-12-03,06:46:25,vsUYJxmdQLdVeNBGbnzi
VE0004870,C00008825,CL0006627,S00005455,2020-10-02,18:04:05,QVXrxSMYUEWTaAwcCEFD
VE0004871,C00002414,CL0004474,S00005791,2020-08-15,03:32:20,UTpsIWOPdFSVRtiCnyyo
VE0004872,C00009845,CL0002972,S00004956,2020-11-04,02:59:12,jUBuSIodFSzVbIOGRYLv
VE0004873,C00000816,CL0006758,S00007943,2020-01-25,19:39:03,LiVhLxDEpjKRpJHvDhvt
VE0004874,C00007948,CL0000729,S00000083,2020-01-12,23:35:05,qSSFRdlEcHDuvRBmyrWr
VE0004875,C00002621,CL0002113,S00000656,2020-10-19,08:13:07,lVscnnYQCVeyHduEdIkz
VE0004876,C00003198,CL0002068,S00009616,2020-08-03,14:25:26,zqOvCbIaxKbLLVWnhrUi
VE0004877,C00008691,CL0000459,S00009607,2020-09-12,01:48:56,BubKgwTOXTLesubcKHmg
VE0004878,C00000612,CL0007188,S00003407,2020-11-07,03:26:24,POJjrVsWPWRXvkFSxUDX
VE0004879,C00009065,CL0000990,S00002500,2020-04-01,19:29:57,ZmjEQvyMAAwEHjecMsRV
VE0004880,C00000373,CL0006120,S00008774,2020-08-09,07:10:26,kHQBbFBzHRDEiDzSKnpu
VE0004881,C00005910,CL0005824,S00005071,2021-02-16,22:09:25,xAabsYbCqShGQyPMskph
VE0004882,C00004643,CL0007024,S00007443,2020-01-21,05:54:45,makFuOujQOczPQFSGbNh
VE0004883,C00007139,CL0005515,S00003878,2020-12-27,05:40:03,rPEyYQOhBCpRrkzIqWqR
VE0004884,C00002267,CL0002190,S00002568,2020-12-09,22:41:33,dJnWLWIAbkVFpoqfxIWF
VE0004885,C00002729,CL0000892,S00007453,2020-08-25,10:53:58,LJezwptoLRaPWcbAiAyV
VE0004886,C00005857,CL0005438,S00004952,2020-11-16,20:06:48,QffzDILrArpCoPEGrYPd
VE0004887,C00005982,CL0001556,S00009639,2020-12-06,18:14:58,TywLfqGILDaibBYZFjxE
VE0004888,C00001687,CL0005386,S00009586,2020-07-02,23:23:43,QLKmCeyeAIdtwurUhYCc
VE0004889,C00004493,CL0006587,S00008085,2020-12-28,21:29:39,mrqiubKYjhXWhXFqGgdJ
VE0004890,C00002292,CL0006110,S00008524,2020-09-02,14:46:48,zxHektrfXWiTByctTyJt
VE0004891,C00005679,CL0007827,S00008371,2020-08-04,15:22:29,BqqzbXbnXCjaGKWBnsdh
VE0004892,C00007385,CL0008809,S00007514,2021-02-13,13:11:38,QfffqHtZsZYMBQsPYTux
VE0004893,C00006003,CL0000728,S00002876,2020-07-08,16:44:25,suWrQIqJSMArHYqlYmrA
VE0004894,C00001297,CL0005243,S00006934,2020-04-21,16:20:49,wlNJUsLzjJPDMFuTyxQZ
VE0004895,C00000865,CL0008670,S00002074,2020-03-03,14:13:24,EHoXHwVbiumNMhrENEpY
VE0004896,C00004791,CL0004622,S00008066,2021-02-06,19:22:05,aYZONQXJPGqWfJyYONCW
VE0004897,C00006438,CL0006778,S00004316,2020-06-29,12:08:40,TqtXOtkcwgsuNVDfynms
VE0004898,C00005853,CL0007979,S00000398,2020-06-10,02:27:22,gGLVaXWGTLUrNGbDzxnY
VE0004899,C00008280,CL0009932,S00002942,2020-11-22,11:33:30,bfyUuPmSyWXUKakTHGbK
VE0004900,C00002777,CL0001826,S00000161,2020-12-24,18:26:40,DTGTNNdWRIaocGBIYXth
VE0004901,C00002185,CL0003960,S00003537,2020-10-14,13:56:44,MSaBeIjbNISjCqRYFOwJ
VE0004902,C00009621,CL0003534,S00001770,2020-12-13,23:07:53,JaYhUJiJgsZhinjmwjwL
VE0004903,C00002215,CL0000007,S00004035,2020-03-29,12:03:50,asAbSgAiImNYalHkQfTL
VE0004904,C00006325,CL0008831,S00009490,2020-09-10,10:54:04,KZmwfVoYQGdgDNqrtoHj
VE0004905,C00006864,CL0000732,S00006337,2020-05-24,06:32:22,PdPbjhlHPpANfdyjiqpT
VE0004906,C00004712,CL0000968,S00008901,2020-06-17,07:41:01,kcXRhEVUMnHwgSEhkoUv
VE0004907,C00008410,CL0004046,S00003343,2020-05-13,15:58:27,oDydYENfuhbeteulbzdW
VE0004908,C00002010,CL0002339,S00006620,2020-06-18,10:43:17,oerIdJjGWKGkQrbVCUWN
VE0004909,C00006556,CL0007346,S00007388,2020-01-28,18:38:04,FlzhhPNPmbKeeaNHHiIT
VE0004910,C00002954,CL0007417,S00000092,2020-05-12,14:33:46,sQFPLwsoxOskyuOjxuxX
VE0004911,C00006518,CL0009767,S00002394,2020-11-02,13:58:23,UUpvmOeyaaeIGLcBclAs
VE0004912,C00003493,CL0009566,S00008169,2020-12-09,02:35:29,XByzqcMoPFtsXTUWSCJt
VE0004913,C00007334,CL0008802,S00002753,2020-10-24,02:16:34,jMNYcmouhDqxCiYiiRyZ
VE0004914,C00008185,CL0008403,S00007521,2020-03-01,16:54:28,SRBGvXbclTLjMTgUMaog
VE0004915,C00006054,CL0009256,S00001079,2020-09-25,22:04:58,sTWPelCdmSDIOyhKbxCa
VE0004916,C00009767,CL0007331,S00000280,2020-02-04,22:51:24,QZDEPdvfdEgyhqNkcGIB
VE0004917,C00003738,CL0000310,S00000026,2020-06-26,02:24:27,OQsUNSxtvDfajKhAuRDS
VE0004918,C00002444,CL0005797,S00001341,2020-04-01,13:53:50,LNHCBglfbsdEFXgDZyLj
VE0004919,C00008453,CL0002031,S00004107,2020-04-04,04:33:35,ezIomYsArQVPjpYtcXRH
VE0004920,C00008905,CL0007762,S00004802,2020-04-05,21:28:02,bRhrtrvhPLIFjgcQckbC
VE0004921,C00008838,CL0008573,S00009715,2020-11-05,00:20:45,TQBCATZxeEXIMlUJtyho
VE0004922,C00009102,CL0006353,S00005516,2020-04-28,11:56:18,olEgQVogKHPwLQxVmkEl
VE0004923,C00005810,CL0007654,S00002982,2020-09-24,01:05:34,uvRNMjjlpcYfkFrxHgSP
VE0004924,C00005668,CL0004449,S00002530,2020-07-12,19:33:19,UZBGxSpgioQoHrQUHiYW
VE0004925,C00001009,CL0002667,S00007279,2020-12-07,12:01:31,dYyuYlbfnMxubUzyDbBq
VE0004926,C00001841,CL0009252,S00002507,2020-04-12,13:34:40,wvHoDTOtecbqxhLkWhjc
VE0004927,C00009636,CL0006898,S00002083,2020-11-27,11:00:02,YaNfMYxTHrOkhqXpaEKf
VE0004928,C00003372,CL0000882,S00006769,2020-07-05,20:30:43,sgnfFmHzKZneQEjwrYBY
VE0004929,C00009576,CL0005747,S00002092,2020-09-23,21:04:50,BzCqYifhywqWDhBQuKpm
VE0004930,C00005957,CL0008748,S00003987,2020-05-26,17:23:34,aIAyijkVFZfjixUXRrPe
VE0004931,C00009461,CL0003042,S00004474,2020-05-12,04:35:10,AIWtitvxxoIeBAhVygUC
VE0004932,C00007368,CL0000468,S00007960,2020-09-13,21:38:45,BEiiWSBvZXYledswjBOH
VE0004933,C00000813,CL0009144,S00001782,2021-02-22,17:09:33,BZMVbIpIHOVqUGPrQexK
VE0004934,C00002836,CL0001227,S00001435,2020-06-23,09:34:42,gyHnysnwkwtdiwvQEJEl
VE0004935,C00003934,CL0006594,S00007369,2020-02-17,23:40:13,lqRgWJAvZKoCEfyqzWZI
VE0004936,C00008552,CL0006056,S00009851,2020-12-11,00:30:00,MGpDQBlzKQdujRXfhalk
VE0004937,C00002236,CL0001187,S00006487,2020-03-17,06:17:46,zlBeGxicymswRseDBcLG
VE0004938,C00007770,CL0002350,S00009588,2020-02-09,23:00:20,NJNloCZUgHMyxMHyHEIk
VE0004939,C00004953,CL0007171,S00007992,2020-01-06,07:52:30,UFNTKjYrkiAiRoGOZJpL
VE0004940,C00000439,CL0002246,S00002114,2021-01-06,06:57:44,iCUOAGiKAQWnEjPQHzjF
VE0004941,C00006648,CL0003053,S00007449,2020-11-14,08:22:08,pCwapGvTanUPOCQXUIXw
VE0004942,C00007406,CL0003183,S00009257,2020-06-08,14:25:22,cYgUCPGQCwduXaaKndZT
VE0004943,C00008455,CL0000653,S00006772,2020-07-23,00:10:06,SLlqZSRTrLMfUbRVueQa
VE0004944,C00003015,CL0004456,S00008973,2021-02-01,03:01:10,CqxKTtCkWdarsDoGClln
VE0004945,C00003097,CL0004306,S00009352,2020-07-13,00:17:37,eSwTmwDsLOKNCbBvtrOP
VE0004946,C00007107,CL0009096,S00006235,2020-04-29,15:58:09,qtciqIymOCgoJTaCeuYl
VE0004947,C00007186,CL0006802,S00000517,2020-01-14,20:52:33,JdOCVmyraztUvQqQXxla
VE0004948,C00007270,CL0001303,S00009956,2020-09-19,05:39:53,YTxPJTJbDfjgibQqqUNh
VE0004949,C00002751,CL0006263,S00005946,2020-05-11,02:22:03,OkxTIPGQIWQtgPhfrHKB
VE0004950,C00001833,CL0005621,S00000177,2020-06-30,13:47:55,XCpddYpZnxidDCNYlQaZ
VE0004951,C00002040,CL0004373,S00002318,2020-08-24,10:19:59,LzdmKrkzBIUJYLLsFTOb
VE0004952,C00003279,CL0002694,S00003365,2020-02-08,09:59:30,bZvGpVlBmqanNtMzGXem
VE0004953,C00009159,CL0004409,S00002953,2020-10-16,08:20:39,xFTvNZGLocHUzGshMqcO
VE0004954,C00003200,CL0002054,S00000338,2020-10-26,05:41:57,lWCwHTWoSzuAmaLxTlSQ
VE0004955,C00006393,CL0009205,S00000408,2020-09-27,07:53:52,ZntsXhGeGlqExjChZHrk
VE0004956,C00008109,CL0001030,S00000561,2020-12-21,08:59:49,QBQbLIorhGrjiiUugiCf
VE0004957,C00006624,CL0002551,S00002254,2021-01-05,08:04:52,wYkgWsUmUYPfvyyiiCZY
VE0004958,C00001433,CL0008130,S00002231,2021-01-20,23:35:18,HiNlmjMiGhrYiZpeOznB
VE0004959,C00000789,CL0007773,S00003508,2020-09-09,03:36:13,iBYRxFoiDmwiKPmauMhZ
VE0004960,C00006886,CL0002445,S00007570,2020-09-21,14:09:13,hxsXLbYzFHWemOgQbbva
VE0004961,C00004356,CL0004437,S00007783,2020-03-20,23:30:04,THWIIEBnGcJIUVpAuJaM
VE0004962,C00008580,CL0001134,S00007171,2020-10-18,03:28:56,trciNfYDIpMovbfyDJTd
VE0004963,C00008856,CL0002696,S00007815,2020-10-12,14:11:13,NPMXWWjKYOrmTqOryfuj
VE0004964,C00007694,CL0001111,S00004300,2020-10-05,15:04:02,nlyJvXNDxaWFxsGOpfWO
VE0004965,C00007825,CL0008523,S00009715,2020-08-12,17:13:08,QBaVjEFZogxFLsMHoPtO
VE0004966,C00009323,CL0000586,S00002616,2020-12-21,06:57:30,oknuHByJojUVCUQFUgYU
VE0004967,C00000400,CL0001583,S00003900,2020-11-25,16:22:31,SjgHLvmwSWdPnwYVCluK
VE0004968,C00003600,CL0001097,S00001777,2020-08-01,16:09:37,GboeBMrAsDnaNZmfVUFs
VE0004969,C00003282,CL0007148,S00006755,2020-11-02,10:11:01,ByAwCDeHpKERZsEgJWph
VE0004970,C00003276,CL0009050,S00003023,2020-09-10,19:38:46,yJUNjBAbqauXzOzqrtNd
VE0004971,C00000005,CL0007739,S00008803,2020-11-24,15:51:24,bZtjCRaDmkUoeBZOdfHj
VE0004972,C00009342,CL0001385,S00007158,2021-01-06,07:43:35,IyiRapylnLyoqJlSoGzM
VE0004973,C00003753,CL0006756,S00007324,2020-04-11,09:08:45,IZSpASCJUpPvtAPmTPuO
VE0004974,C00001775,CL0007429,S00008188,2020-08-09,20:32:33,mbErtqeXeSbYBuzoFoPt
VE0004975,C00002499,CL0001136,S00003867,2020-04-27,15:56:59,zyOVilpirRsIikuDgmvV
VE0004976,C00003374,CL0000136,S00004427,2020-09-30,17:44:44,QXcmevcwJmnSsSRTOrCY
VE0004977,C00003095,CL0003314,S00006609,2020-10-18,01:00:10,YpHZNYJQDzScnCSwKAdJ
VE0004978,C00004018,CL0006783,S00006201,2021-02-07,00:16:57,YiVmMZENaJIKCRkAvmif
VE0004979,C00000954,CL0003786,S00007128,2020-05-27,14:13:51,LHCgJdiVjrGhIqfaDkeE
VE0004980,C00007729,CL0005122,S00002670,2020-06-19,16:56:02,iEkrnOxZbjZfRzxzAiZX
VE0004981,C00003220,CL0009034,S00009990,2020-09-29,18:55:59,nEQeVPmlNqySpKBwcRAr
VE0004982,C00004267,CL0009483,S00000478,2020-08-28,10:00:25,XjVJAnUySbValcBLVCTQ
VE0004983,C00002804,CL0008094,S00009503,2020-09-25,21:31:55,SdlhgmFvTdmlSEcELAFj
VE0004984,C00008171,CL0000621,S00007793,2020-04-15,03:34:00,pMhBvQuRHrlbzmsYinNX
VE0004985,C00000302,CL0002573,S00004460,2020-07-11,22:27:03,QzNrZhjLAzoYQMbcJpsy
VE0004986,C00003019,CL0008960,S00003076,2020-12-06,12:56:56,EmvmCOHxJBRsYPRebFhw
VE0004987,C00008078,CL0003074,S00005723,2021-02-19,19:09:34,BJtUfIVbhkTcyWdJzgjx
VE0004988,C00004745,CL0000246,S00003527,2020-07-28,07:41:33,DiVLSkfBaOJiEkyOfRot
VE0004989,C00005015,CL0005377,S00007525,2020-03-20,12:36:33,qJlIPwPLMyZYslNKymaN
VE0004990,C00003614,CL0001703,S00005413,2020-09-22,17:46:51,meVcmyRNpRjJGyxOORrf
VE0004991,C00004920,CL0000043,S00006404,2020-10-26,20:43:22,eUXOLKcjEWlnfAmwtrZP
VE0004992,C00005228,CL0000645,S00001876,2021-02-20,09:03:10,IVypiPqRWPaMJCqlrMot
VE0004993,C00002283,CL0006348,S00003278,2020-12-25,22:02:12,kZIsoLOsQMxyntCAPqcZ
VE0004994,C00006012,CL0002604,S00001516,2020-07-28,21:57:04,MeIUuMqgUAmqTLXUjxGN
VE0004995,C00005431,CL0000241,S00003881,2020-02-23,10:32:31,gLYurahSexkiiGMgYaWr
VE0004996,C00003908,CL0003303,S00004385,2020-01-29,20:50:38,EdceaeRQMuCJyQgsDgRG
VE0004997,C00009592,CL0002995,S00006358,2020-08-13,18:28:35,otWacAIGvVWkbTeIizEO
VE0004998,C00008117,CL0001246,S00007609,2020-03-03,22:23:02,vrKBoHHbyiwrKoXYGmCA
VE0004999,C00007612,CL0005408,S00004372,2020-05-18,14:24:27,EDocAKRfQeTUHBeftTTy
VE0005000,C00005273,CL0009340,S00008273,2021-01-20,20:51:30,RAIKYbdXDvlMYApXBODL
VE0005001,C00001790,CL0008852,S00009066,2021-01-07,05:34:49,JhNHcQBvIApycQaFdAml
VE0005002,C00004436,CL0007406,S00009922,2020-07-03,12:27:36,GSIBCRfhboEQNRFPQFav
VE0005003,C00001278,CL0003430,S00000782,2020-02-17,18:54:38,pRDRMAamkNFtcYgZZzqL
VE0005004,C00007191,CL0005026,S00000021,2020-12-01,08:35:51,YQCJtYJTvCYZnQOgYkrN
VE0005005,C00003613,CL0005793,S00003173,2020-12-02,21:34:44,HrbsimcNmFrAkjcKpXLV
VE0005006,C00008124,CL0004314,S00000248,2020-03-19,21:50:36,FVOyMrKGRGGBJbpcYaqy
VE0005007,C00002698,CL0006944,S00004721,2020-04-07,08:12:27,vBedZcbgZKqYpaNOHrvw
VE0005008,C00003888,CL0008247,S00003938,2020-02-27,01:45:48,zvVAeZpPKQRPXIfYnhvG
VE0005009,C00006549,CL0009335,S00005053,2020-01-12,20:46:50,jlKlZeaIdpExkQbOaeZm
VE0005010,C00007734,CL0001935,S00000165,2020-12-08,18:41:35,QRdPyRLhcixnOjujeagV
VE0005011,C00006230,CL0002361,S00008564,2020-08-17,10:16:08,gUkRfPTdRsWqNmlnLhkx
VE0005012,C00004692,CL0002710,S00003468,2020-09-13,18:47:59,UyBaLJRvOzuJDQWofqMX
VE0005013,C00005345,CL0003458,S00003261,2020-03-14,19:59:30,XGWewUCwJsnyZgaZLTNE
VE0005014,C00002883,CL0000139,S00007464,2020-09-30,23:48:32,iJCDbsUznFdrpWoTLFRD
VE0005015,C00001933,CL0003342,S00004702,2020-11-26,18:54:41,XaADgTOZNtcwOMQILWsh
VE0005016,C00003891,CL0006610,S00001020,2020-01-31,03:57:22,VgEwVSfUodVXQHDLTigd
VE0005017,C00000198,CL0000566,S00003446,2020-05-09,02:57:27,LLbApgIXJqoyyYCpcQnG
VE0005018,C00005214,CL0002316,S00000789,2020-11-16,15:52:57,TpWnPZdRAxOYlLYpRBqB
VE0005019,C00000103,CL0004247,S00003974,2020-03-07,06:50:22,IwfrToNeMbYzRIiYHWGH
VE0005020,C00002061,CL0004370,S00008327,2020-10-06,02:48:46,xIoelEduGnCbQIRfYEPx
VE0005021,C00006162,CL0006057,S00008156,2021-02-15,22:11:12,TzbWyecLWWgKWuTUdnwz
VE0005022,C00000279,CL0007523,S00002593,2021-02-18,18:06:01,yPWKzUpIXACmsEgcZyCL
VE0005023,C00000496,CL0008333,S00005277,2020-06-27,06:32:28,hvGtNNzSyYibFkPRDnly
VE0005024,C00007910,CL0004827,S00000539,2021-02-03,20:19:44,xUifBylxrIsqvhMzfTvv
VE0005025,C00008117,CL0003242,S00000190,2020-06-15,20:15:49,qFgHdxPIKNyulvDlMQSb
VE0005026,C00007731,CL0007263,S00005195,2020-05-03,19:59:22,NfUWFZfthrWweRMBqbHB
VE0005027,C00000797,CL0005730,S00003467,2020-07-19,00:22:59,JdNeVTKycwIlGibfPIBD
VE0005028,C00005876,CL0006086,S00002315,2020-03-04,08:44:39,DfVoNQCrCqxEJisRKMsY
VE0005029,C00004330,CL0007071,S00002023,2020-05-12,03:26:37,NBDcyNasvEgFKZbkEKtB
VE0005030,C00006825,CL0006248,S00003764,2020-11-05,01:42:58,WkrrtQGsWheaPJIEUAKU
VE0005031,C00001108,CL0007715,S00001568,2020-02-08,05:03:28,MlLjeFLnzMdmSSuCoiQH
VE0005032,C00007508,CL0002348,S00006239,2020-10-04,02:32:36,JUgMQGNOMdbShWcKEHpR
VE0005033,C00004486,CL0002467,S00003582,2020-01-04,01:30:37,DqwdOAJZrlqLoWmoBQLL
VE0005034,C00003970,CL0005981,S00009400,2020-12-04,06:01:37,EQGmyLPCHxyHcLGlMmBs
VE0005035,C00008774,CL0001635,S00006729,2020-07-03,18:21:09,wxooKCHxSymrVrxAGqKp
VE0005036,C00000102,CL0000546,S00001725,2020-08-27,21:13:23,uRDyZivUUqtjhtPXznBM
VE0005037,C00009417,CL0005379,S00003974,2020-05-16,23:30:58,MvHwOUpvOfmwFHAvGxRd
VE0005038,C00007929,CL0006575,S00000388,2020-07-13,01:47:47,BBhQKhJvqcmeoxEfqpeF
VE0005039,C00003032,CL0001361,S00005191,2020-10-25,00:41:22,uNDkcGFHAecFXFJiygYS
VE0005040,C00000430,CL0008500,S00001177,2021-02-24,17:35:11,rFZThmBPscKKBqWXmcTk
VE0005041,C00003067,CL0000791,S00007853,2020-08-06,03:57:19,kQDXMICpVTmWEmUvxrLC
VE0005042,C00001490,CL0007339,S00006941,2020-11-12,13:34:38,OKDxjTPGwpkkbGMOkFZB
VE0005043,C00002617,CL0002593,S00009437,2020-10-04,09:22:15,tIrqIixqBVcPCDHbCtII
VE0005044,C00007448,CL0007678,S00009684,2020-02-26,09:55:39,OOEmdENrlaxOaIFqjhKw
VE0005045,C00009283,CL0001371,S00004419,2020-03-18,03:03:16,elmuQJuJfilFiloHkJZH
VE0005046,C00009948,CL0008233,S00002813,2021-01-07,07:20:07,FGbAlgLapLenkcuVHuDF
VE0005047,C00005690,CL0001057,S00002868,2020-03-18,07:11:28,imqzxwSiubbxnGSaeLDk
VE0005048,C00001582,CL0004050,S00001932,2020-01-08,10:32:37,WdePWRcxhDDVENouHMXl
VE0005049,C00005321,CL0003578,S00000690,2020-12-13,13:22:48,jYoYEKQFTeSWBOOrcXWk
VE0005050,C00004811,CL0006937,S00006727,2020-09-06,20:55:31,uoISRmJNWjPqkIkWqTcX
VE0005051,C00000432,CL0007933,S00008172,2020-10-19,02:10:19,FBjsCdFDlTtbZmgmypMg
VE0005052,C00008713,CL0007788,S00004876,2020-08-25,00:52:14,lIwKRnFMZeuPVazajHyJ
VE0005053,C00002037,CL0009037,S00004448,2020-04-05,11:47:08,BoLdSxPBbHqVjlsfHfHl
VE0005054,C00005215,CL0005317,S00000689,2020-10-14,00:15:22,PfWWgUetAadWCurDmmBq
VE0005055,C00003195,CL0001602,S00001303,2021-02-21,17:02:29,yiVXdFZjqPLGFXKspCrC
VE0005056,C00003638,CL0007112,S00000090,2020-12-05,01:03:47,EQBXwlriVrvdjzPhlVNV
VE0005057,C00005758,CL0005739,S00008393,2020-09-29,09:03:16,LAIOGPNNjBTCUmxJFnrB
VE0005058,C00009848,CL0007329,S00004497,2020-05-23,15:06:13,BaTGOSMrQTlzXchkikWA
VE0005059,C00003791,CL0008787,S00002330,2020-07-08,08:28:43,hulbzibFAmLAHiKrFOdN
VE0005060,C00009888,CL0008012,S00004277,2020-05-27,19:14:13,njofwtFUpSETmJQlMLTz
VE0005061,C00002332,CL0008150,S00007107,2020-02-23,03:50:40,etNFLnLUfGpRPSIWIWyv
VE0005062,C00006120,CL0001453,S00005592,2020-03-20,05:08:53,PYXeJbIHKOhJflnomEQr
VE0005063,C00007184,CL0002601,S00000129,2020-02-24,07:05:25,UfXdSzNPaJxFZYMSemgt
VE0005064,C00007946,CL0002295,S00006129,2020-05-07,14:16:22,nizEWnHYUvkViguJZCnK
VE0005065,C00004668,CL0007936,S00002088,2020-02-15,03:35:40,tpRhyIZTlFHiOXCmzZTx
VE0005066,C00002845,CL0000253,S00009901,2020-12-13,15:36:07,eEErEXwfVDxnxRudsZmE
VE0005067,C00001124,CL0007991,S00004961,2020-07-31,20:15:09,jSomWJZrtOoyiVQZRsFH
VE0005068,C00009643,CL0003469,S00001684,2021-01-06,19:15:02,nJJRyyjUFsPfmGZTcMdg
VE0005069,C00007498,CL0001707,S00002014,2020-12-02,07:40:32,ChueyOOdsCWshvFNdFkz
VE0005070,C00008506,CL0003743,S00004733,2021-01-07,00:43:10,csTmOOUzHpEAEOwCrfgf
VE0005071,C00004529,CL0007830,S00006030,2021-02-03,17:49:01,TSiQTeEbNThhaPbrNLGt
VE0005072,C00004327,CL0008443,S00001087,2020-09-27,03:55:55,vyALFpmxMHVlmIjYmgWX
VE0005073,C00001773,CL0000874,S00008114,2021-01-23,19:45:19,QaFVjBELjusIpZveopzv
VE0005074,C00001202,CL0002179,S00007063,2021-01-05,00:41:03,TZDIgAeIVuTslWQGtKvN
VE0005075,C00008326,CL0009123,S00006565,2020-08-18,14:27:06,oMvYlrMGxJdqchNlkDmO
VE0005076,C00006150,CL0002826,S00006714,2020-06-14,23:09:06,hiYDlXMcxWMuvWFyxrcI
VE0005077,C00000264,CL0005078,S00008743,2020-01-04,19:20:03,kJJaMTMattZezicPauHJ
VE0005078,C00005732,CL0003795,S00002830,2020-04-22,05:55:09,ZrUrOnKoSfPkDLCcpbEX
VE0005079,C00001830,CL0006029,S00006350,2020-03-14,13:33:57,GuEbEmIxyKSRbOQfcVhr
VE0005080,C00001176,CL0006351,S00004483,2020-08-21,06:07:59,oWkntFuWNTYMSVUOcVuO
VE0005081,C00001747,CL0006851,S00000290,2020-08-10,21:24:04,IcssHZdYtuAzsBwmyqoZ
VE0005082,C00001948,CL0003348,S00005970,2021-02-25,11:05:13,SoQdetNZEhKzwqaAkWgA
VE0005083,C00003883,CL0004468,S00002225,2020-12-05,19:08:16,btWXiJDUuJRHpONmjPQL
VE0005084,C00004879,CL0005663,S00004242,2020-08-24,06:16:33,QqMbuONaBuuDfJswSWwZ
VE0005085,C00001363,CL0001387,S00007872,2020-04-12,04:59:01,fElkveQcbTSiGJfVjYqp
VE0005086,C00003183,CL0001148,S00001662,2020-02-24,15:17:18,jvChTPIizEDKaRXcDCjf
VE0005087,C00009618,CL0001819,S00002427,2021-01-27,06:19:11,FjUBdrYTmyleKHlHzjHi
VE0005088,C00009548,CL0005539,S00009966,2020-06-18,02:52:26,lDRvMHyvRIjXCQQwpfDV
VE0005089,C00005760,CL0007984,S00006857,2020-05-16,14:22:49,sEEHWIBWwfUOsRcXpXJw
VE0005090,C00004614,CL0007389,S00004085,2021-02-15,01:04:04,GEdBglHwzmLmHAUksFxl
VE0005091,C00007247,CL0006591,S00006991,2020-01-01,08:34:20,UkghTbQAeLLnDIAdQISr
VE0005092,C00006094,CL0007597,S00005129,2020-05-14,07:52:55,sYuhmCEmFFiwpNBtvsEn
VE0005093,C00003795,CL0000164,S00008984,2020-09-10,06:29:19,HuADWiUhQfaIcUsrPqXc
VE0005094,C00008092,CL0002416,S00007055,2020-12-10,23:23:36,rSUkwaNTwqXVaopmpHVr
VE0005095,C00004375,CL0005951,S00000143,2021-01-02,13:21:21,rYrJDZGAhqgkXCyIcvqo
VE0005096,C00004458,CL0009395,S00006423,2020-01-14,09:20:00,GUihFqugZqWgaEWlwmfP
VE0005097,C00007755,CL0006293,S00003594,2020-10-09,18:20:21,UfDoqYupVsmauYPVclhv
VE0005098,C00007198,CL0009054,S00006839,2020-05-05,14:58:43,pqfFHZmNxOvJKvOdpWNx
VE0005099,C00006797,CL0005510,S00004515,2020-07-09,20:01:36,FdEJULYHpAFJHUcwJVGu
VE0005100,C00006077,CL0005334,S00004962,2020-07-31,01:51:15,sowBZJbTAAKFgQYMQNRU
VE0005101,C00006783,CL0006720,S00009346,2020-01-28,07:26:11,GHPFZaFQtKYtMczZAMSz
VE0005102,C00007843,CL0001077,S00002173,2020-02-08,01:31:36,oJsknlIheecnuMROxtcR
VE0005103,C00005438,CL0003894,S00008726,2020-04-07,00:08:57,qoWlqAgzdJaTuFeGVBwg
VE0005104,C00008573,CL0006780,S00007393,2020-12-02,23:11:35,hdkyDetJykOPVIQYcGkj
VE0005105,C00007226,CL0008044,S00001536,2020-10-26,21:00:52,HuHzVvYkzKeBgTkEeibu
VE0005106,C00003195,CL0003751,S00008466,2020-09-13,01:06:19,boGykwhdWIOYkSyZzxVq
VE0005107,C00008915,CL0006281,S00009295,2020-11-23,18:09:50,oHJVYoYBaOlmitsLLnoN
VE0005108,C00006824,CL0004724,S00006570,2020-12-16,08:42:41,ubgaOwZjenIoolMEsIjY
VE0005109,C00008825,CL0008320,S00001782,2020-01-03,15:23:35,tvoBHBDxWjAwMbqwuOeM
VE0005110,C00003841,CL0009171,S00006516,2020-07-26,18:14:07,LJsnAaaOWsTpWXzxHwZU
VE0005111,C00002169,CL0001332,S00006152,2020-01-19,20:55:10,NScqzgeJOLZyOuLShSjB
