butaca_id,ventaentrada_id,funcion_id,nro_fila,nro_columna,tipo_entrada,precio_entrada
BU0000941,EN0000308,FUN000706,P,14,adulto,15.0
BU0000942,EN0000309,FUN000077,N,18,niño,30.0
BU0000943,EN0000310,FUN000141,P,2,adulto,15.0
BU0000944,EN0000310,FUN000949,R,1,niño,15.0
BU0000945,EN0000310,FUN000408,K,20,niño,22.5
BU0000946,EN0000311,FUN000455,T,2,adulto,30.0
BU0000947,EN0000311,FUN000016,A,5,niño,22.5
BU0000948,EN0000311,FUN000379,Y,10,niño,15.0
BU0000949,EN0000312,FUN000740,S,4,niño,30.0
BU0000950,EN0000312,FUN000501,F,14,adulto,10.0
BU0000951,EN0000313,FUN000009,S,18,adulto,10.0
BU0000952,EN0000313,FUN000962,W,12,niño,22.5
BU0000953,EN0000313,FUN000620,P,17,niño,15.0
BU0000954,EN0000313,FUN000502,A,19,niño,22.5
BU0000955,EN0000314,FUN000341,E,14,adulto,15.0
BU0000956,EN0000314,FUN000841,R,12,adulto,22.5
BU0000957,EN0000314,FUN000113,A,10,adulto,10.0
BU0000958,EN0000314,FUN000907,G,1,adulto,22.5
BU0000959,EN0000314,FUN000849,K,5,niño,10.0
BU0000960,EN0000315,FUN000620,F,14,niño,10.0
BU0000961,EN0000315,FUN000996,C,19,adulto,15.0
BU0000962,EN0000316,FUN000043,U,6,niño,30.0
BU0000963,EN0000316,FUN000868,J,19,niño,22.5
BU0000964,EN0000316,FUN000613,I,18,adulto,30.0
BU0000965,EN0000316,FUN000490,V,7,adulto,10.0
BU0000966,EN0000316,FUN000153,V,19,adulto,15.0
BU0000967,EN0000317,FUN000012,F,10,niño,15.0
BU0000968,EN0000318,FUN000318,I,16,niño,30.0
BU0000969,EN0000319,FUN000444,T,7,niño,30.0
BU0000970,EN0000320,FUN000187,E,15,niño,10.0
BU0000971,EN0000320,FUN000490,S,3,adulto,10.0
BU0000972,EN0000321,FUN000360,X,2,niño,15.0
BU0000973,EN0000321,FUN000880,D,2,niño,10.0
BU0000974,EN0000322,FUN000225,H,16,niño,10.0
BU0000975,EN0000322,FUN000099,C,9,adulto,15.0
BU0000976,EN0000322,FUN000267,V,16,niño,10.0
BU0000977,EN0000322,FUN000938,K,9,adulto,15.0
BU0000978,EN0000323,FUN000964,U,15,niño,22.5
BU0000979,EN0000323,FUN000239,I,15,niño,10.0
BU0000980,EN0000324,FUN000613,J,8,adulto,15.0
BU0000981,EN0000324,FUN000357,X,9,adulto,30.0
BU0000982,EN0000325,FUN000696,S,17,niño,22.5
BU0000983,EN0000325,FUN000702,W,18,niño,10.0
BU0000984,EN0000325,FUN000517,P,6,niño,10.0
BU0000985,EN0000325,FUN000909,Z,13,adulto,10.0
BU0000986,EN0000325,FUN000136,V,15,adulto,10.0
BU0000987,EN0000326,FUN000926,O,3,niño,22.5
BU0000988,EN0000327,FUN000394,P,14,adulto,22.5
BU0000989,EN0000327,FUN000269,X,6,adulto,10.0
BU0000990,EN0000328,FUN000761,G,12,adulto,10.0
BU0000991,EN0000328,FUN000863,E,14,adulto,30.0
BU0000992,EN0000328,FUN000634,K,19,niño,22.5
BU0000993,EN0000328,FUN000804,V,16,adulto,30.0
BU0000994,EN0000328,FUN000590,R,2,adulto,15.0
BU0000995,EN0000329,FUN000531,W,19,niño,22.5
BU0000996,EN0000329,FUN000032,F,9,niño,10.0
BU0000997,EN0000329,FUN000130,Z,7,niño,22.5
BU0000998,EN0000329,FUN000533,Y,5,niño,10.0
BU0000999,EN0000329,FUN000829,T,9,adulto,10.0
BU0001000,EN0000330,FUN000592,Q,20,niño,15.0
BU0001001,EN0000330,FUN000053,B,8,niño,30.0
BU0001002,EN0000330,FUN000818,F,11,niño,22.5
BU0001003,EN0000330,FUN000163,B,8,adulto,10.0
BU0001004,EN0000331,FUN000560,L,5,niño,30.0
BU0001005,EN0000332,FUN000251,O,15,adulto,30.0
BU0001006,EN0000332,FUN000780,E,6,adulto,15.0
BU0001007,EN0000332,FUN000921,V,1,adulto,30.0
BU0001008,EN0000332,FUN000158,T,3,niño,15.0
BU0001009,EN0000333,FUN000780,F,1,adulto,15.0
BU0001010,EN0000334,FUN000087,W,3,niño,10.0
BU0001011,EN0000334,FUN000554,Y,16,adulto,22.5
BU0001012,EN0000335,FUN000845,J,12,niño,15.0
BU0001013,EN0000335,FUN000317,A,5,niño,22.5
BU0001014,EN0000335,FUN000700,X,10,niño,10.0
BU0001015,EN0000335,FUN000291,I,11,adulto,10.0
BU0001016,EN0000335,FUN000021,P,16,niño,10.0
BU0001017,EN0000336,FUN000354,J,11,niño,15.0
BU0001018,EN0000336,FUN000125,G,5,adulto,22.5
BU0001019,EN0000336,FUN000561,M,7,adulto,15.0
BU0001020,EN0000336,FUN000347,B,17,niño,10.0
BU0001021,EN0000336,FUN000663,K,11,niño,10.0
BU0001022,EN0000337,FUN000783,U,18,adulto,15.0
BU0001023,EN0000337,FUN000827,T,13,adulto,10.0
BU0001024,EN0000337,FUN000024,X,17,adulto,22.5
BU0001025,EN0000337,FUN000194,R,15,niño,10.0
BU0001026,EN0000337,FUN000788,I,7,niño,30.0
BU0001027,EN0000338,FUN000627,E,10,niño,15.0
BU0001028,EN0000338,FUN000681,R,4,niño,22.5
BU0001029,EN0000338,FUN000814,E,15,niño,10.0
BU0001030,EN0000338,FUN000140,A,17,niño,30.0
BU0001031,EN0000338,FUN000732,U,3,adulto,22.5
BU0001032,EN0000339,FUN000853,O,3,adulto,22.5
BU0001033,EN0000339,FUN000148,P,19,niño,10.0
BU0001034,EN0000339,FUN000002,U,10,niño,10.0
BU0001035,EN0000339,FUN000842,F,14,niño,15.0
BU0001036,EN0000339,FUN000412,A,18,adulto,22.5
BU0001037,EN0000340,FUN000090,O,16,niño,10.0
BU0001038,EN0000340,FUN000382,P,1,niño,30.0
BU0001039,EN0000340,FUN000266,W,18,niño,10.0
BU0001040,EN0000340,FUN000180,M,1,adulto,22.5
BU0001041,EN0000341,FUN000456,X,1,niño,15.0
BU0001042,EN0000341,FUN000964,I,4,niño,22.5
BU0001043,EN0000342,FUN000096,P,13,niño,10.0
BU0001044,EN0000342,FUN000321,U,10,adulto,10.0
BU0001045,EN0000342,FUN000437,G,6,niño,22.5
BU0001046,EN0000343,FUN000249,T,12,niño,22.5
BU0001047,EN0000344,FUN000232,T,7,adulto,10.0
BU0001048,EN0000344,FUN000333,H,16,niño,22.5
BU0001049,EN0000344,FUN000043,V,1,adulto,15.0
BU0001050,EN0000344,FUN000353,R,13,adulto,30.0
BU0001051,EN0000344,FUN000866,F,15,adulto,30.0
BU0001052,EN0000345,FUN000069,I,20,adulto,30.0
BU0001053,EN0000345,FUN000865,D,5,niño,15.0
BU0001054,EN0000345,FUN000593,Q,19,niño,22.5
BU0001055,EN0000345,FUN000748,V,17,adulto,22.5
BU0001056,EN0000345,FUN000107,T,18,niño,15.0
BU0001057,EN0000346,FUN000961,J,20,niño,15.0
BU0001058,EN0000346,FUN000291,X,16,niño,30.0
BU0001059,EN0000346,FUN000534,L,8,adulto,30.0
BU0001060,EN0000347,FUN000441,M,17,adulto,10.0
BU0001061,EN0000347,FUN000703,P,6,adulto,10.0
BU0001062,EN0000347,FUN000984,U,19,adulto,10.0
BU0001063,EN0000348,FUN000943,H,1,niño,15.0
BU0001064,EN0000348,FUN000952,K,10,niño,22.5
BU0001065,EN0000348,FUN000205,K,9,adulto,30.0
BU0001066,EN0000348,FUN000402,V,20,niño,15.0
BU0001067,EN0000349,FUN000906,A,20,niño,15.0
BU0001068,EN0000349,FUN000308,Q,4,niño,15.0
BU0001069,EN0000349,FUN000841,Q,17,adulto,30.0
BU0001070,EN0000350,FUN000616,E,16,adulto,15.0
BU0001071,EN0000350,FUN000199,O,16,niño,30.0
BU0001072,EN0000351,FUN000515,G,20,adulto,30.0
BU0001073,EN0000352,FUN000869,K,17,niño,30.0
BU0001074,EN0000352,FUN000719,H,14,adulto,15.0
BU0001075,EN0000353,FUN000187,I,8,adulto,22.5
BU0001076,EN0000353,FUN000470,U,9,adulto,22.5
BU0001077,EN0000353,FUN000742,C,3,adulto,30.0
BU0001078,EN0000353,FUN000903,I,5,niño,22.5
BU0001079,EN0000354,FUN000912,K,9,niño,22.5
BU0001080,EN0000355,FUN000382,X,15,niño,15.0
BU0001081,EN0000355,FUN000003,B,16,adulto,15.0
BU0001082,EN0000355,FUN000467,S,4,adulto,22.5
BU0001083,EN0000356,FUN000969,B,20,niño,15.0
BU0001084,EN0000356,FUN000715,E,20,adulto,10.0
BU0001085,EN0000357,FUN000207,N,17,adulto,15.0
BU0001086,EN0000357,FUN000744,Z,19,niño,22.5
BU0001087,EN0000357,FUN001000,I,10,niño,15.0
BU0001088,EN0000358,FUN000844,K,13,niño,30.0
BU0001089,EN0000358,FUN000631,U,5,adulto,15.0
BU0001090,EN0000358,FUN000346,R,20,niño,10.0
BU0001091,EN0000359,FUN000570,G,1,niño,22.5
BU0001092,EN0000359,FUN000287,F,6,niño,22.5
BU0001093,EN0000359,FUN000679,R,1,adulto,22.5
BU0001094,EN0000360,FUN000864,B,20,niño,10.0
BU0001095,EN0000360,FUN000778,E,5,adulto,22.5
BU0001096,EN0000361,FUN000115,R,2,adulto,22.5
BU0001097,EN0000362,FUN000021,H,19,adulto,22.5
BU0001098,EN0000362,FUN000360,O,15,adulto,10.0
BU0001099,EN0000362,FUN000647,V,19,adulto,22.5
BU0001100,EN0000362,FUN000807,G,12,adulto,10.0
BU0001101,EN0000363,FUN000035,F,17,niño,15.0
BU0001102,EN0000363,FUN000712,Y,7,adulto,30.0
BU0001103,EN0000363,FUN000539,T,7,niño,15.0
BU0001104,EN0000363,FUN000678,M,15,niño,15.0
BU0001105,EN0000364,FUN000847,Q,3,adulto,30.0
BU0001106,EN0000364,FUN000499,J,4,niño,22.5
BU0001107,EN0000364,FUN000618,U,14,niño,10.0
BU0001108,EN0000365,FUN000751,V,18,adulto,15.0
BU0001109,EN0000365,FUN000978,U,6,adulto,22.5
BU0001110,EN0000365,FUN000817,J,11,adulto,30.0
BU0001111,EN0000365,FUN000370,O,6,adulto,15.0
BU0001112,EN0000366,FUN000100,H,8,niño,10.0
BU0001113,EN0000366,FUN000815,X,8,niño,30.0
BU0001114,EN0000366,FUN000010,G,15,adulto,10.0
BU0001115,EN0000366,FUN000413,D,2,niño,30.0
BU0001116,EN0000367,FUN000149,P,18,niño,15.0
BU0001117,EN0000367,FUN000757,T,12,adulto,30.0
BU0001118,EN0000367,FUN000607,K,15,adulto,30.0
BU0001119,EN0000367,FUN000939,B,20,adulto,15.0
BU0001120,EN0000367,FUN000664,M,2,adulto,10.0
BU0001121,EN0000368,FUN000287,P,20,adulto,22.5
BU0001122,EN0000368,FUN000389,C,16,adulto,10.0
BU0001123,EN0000368,FUN000274,N,6,niño,10.0
BU0001124,EN0000368,FUN000477,F,10,adulto,10.0
BU0001125,EN0000369,FUN000098,S,15,adulto,30.0
BU0001126,EN0000370,FUN000455,B,4,niño,10.0
BU0001127,EN0000370,FUN000415,X,6,adulto,30.0
BU0001128,EN0000370,FUN000434,H,9,niño,22.5
BU0001129,EN0000371,FUN000294,S,11,adulto,10.0
BU0001130,EN0000371,FUN000751,R,20,adulto,22.5
BU0001131,EN0000372,FUN000654,K,14,adulto,30.0
BU0001132,EN0000372,FUN000762,F,7,adulto,22.5
BU0001133,EN0000373,FUN000636,O,4,adulto,10.0
BU0001134,EN0000373,FUN000340,B,19,adulto,10.0
BU0001135,EN0000374,FUN000566,N,14,niño,15.0
BU0001136,EN0000374,FUN000369,R,20,niño,10.0
BU0001137,EN0000374,FUN000008,C,3,adulto,22.5
BU0001138,EN0000375,FUN000711,E,13,adulto,15.0
BU0001139,EN0000375,FUN000517,Z,13,niño,15.0
BU0001140,EN0000376,FUN000078,R,9,niño,22.5
BU0001141,EN0000376,FUN000635,O,10,niño,15.0
BU0001142,EN0000376,FUN000233,F,8,niño,10.0
BU0001143,EN0000377,FUN000346,N,4,niño,30.0
BU0001144,EN0000378,FUN000363,H,2,niño,10.0
BU0001145,EN0000378,FUN000152,I,13,adulto,15.0
BU0001146,EN0000378,FUN000066,F,8,adulto,10.0
BU0001147,EN0000378,FUN000268,M,17,adulto,30.0
BU0001148,EN0000379,FUN000192,S,2,adulto,30.0
BU0001149,EN0000379,FUN000116,N,11,niño,10.0
BU0001150,EN0000379,FUN000053,N,19,niño,15.0
BU0001151,EN0000379,FUN000202,I,9,adulto,30.0
BU0001152,EN0000379,FUN000389,B,11,adulto,10.0
BU0001153,EN0000380,FUN000290,S,7,niño,10.0
BU0001154,EN0000380,FUN000334,H,8,niño,15.0
BU0001155,EN0000381,FUN000345,S,5,adulto,10.0
BU0001156,EN0000381,FUN000709,D,15,niño,15.0
BU0001157,EN0000381,FUN000207,K,5,adulto,15.0
BU0001158,EN0000382,FUN000078,L,12,niño,22.5
BU0001159,EN0000382,FUN000058,I,4,niño,30.0
BU0001160,EN0000382,FUN000221,Q,15,adulto,22.5
BU0001161,EN0000383,FUN000260,N,16,adulto,22.5
BU0001162,EN0000383,FUN000353,J,20,adulto,22.5
BU0001163,EN0000383,FUN000340,L,1,niño,15.0
BU0001164,EN0000383,FUN000242,R,12,niño,10.0
BU0001165,EN0000383,FUN000296,E,11,adulto,10.0
BU0001166,EN0000384,FUN000984,Z,12,adulto,15.0
BU0001167,EN0000384,FUN000002,I,2,niño,10.0
BU0001168,EN0000385,FUN000863,A,15,adulto,10.0
BU0001169,EN0000385,FUN000722,X,20,adulto,22.5
BU0001170,EN0000385,FUN000105,E,13,adulto,15.0
BU0001171,EN0000385,FUN000288,X,3,niño,22.5
BU0001172,EN0000386,FUN000117,Y,2,niño,22.5
BU0001173,EN0000386,FUN000217,N,6,adulto,30.0
BU0001174,EN0000386,FUN000884,S,11,niño,15.0
BU0001175,EN0000386,FUN000675,L,7,niño,10.0
BU0001176,EN0000387,FUN000582,F,18,niño,30.0
BU0001177,EN0000387,FUN000948,X,9,adulto,30.0
BU0001178,EN0000387,FUN000017,Z,6,niño,10.0
BU0001179,EN0000387,FUN000084,G,11,niño,10.0
BU0001180,EN0000388,FUN000091,C,16,adulto,10.0
BU0001181,EN0000388,FUN000135,N,6,adulto,10.0
BU0001182,EN0000388,FUN000893,Q,6,adulto,22.5
BU0001183,EN0000388,FUN000683,I,20,niño,30.0
BU0001184,EN0000389,FUN000365,R,10,niño,22.5
BU0001185,EN0000390,FUN000084,K,13,niño,10.0
BU0001186,EN0000390,FUN000895,H,5,adulto,10.0
BU0001187,EN0000390,FUN000141,V,8,niño,15.0
BU0001188,EN0000391,FUN000555,R,14,adulto,10.0
BU0001189,EN0000391,FUN000116,K,8,niño,15.0
BU0001190,EN0000391,FUN000965,R,2,adulto,30.0
BU0001191,EN0000392,FUN000431,R,10,niño,30.0
BU0001192,EN0000392,FUN000836,U,9,niño,15.0
BU0001193,EN0000392,FUN000695,O,12,adulto,22.5
BU0001194,EN0000393,FUN000530,R,15,niño,22.5
BU0001195,EN0000394,FUN000119,E,16,niño,22.5
BU0001196,EN0000394,FUN000824,X,14,adulto,15.0
BU0001197,EN0000394,FUN000306,F,4,niño,30.0
BU0001198,EN0000394,FUN000587,N,17,adulto,15.0
BU0001199,EN0000395,FUN000923,C,15,niño,15.0
BU0001200,EN0000395,FUN000843,L,6,adulto,30.0
BU0001201,EN0000396,FUN000955,Z,9,adulto,30.0
BU0001202,EN0000397,FUN000188,J,15,adulto,10.0
BU0001203,EN0000397,FUN000992,G,19,adulto,22.5
BU0001204,EN0000398,FUN000722,E,9,adulto,15.0
BU0001205,EN0000398,FUN000231,E,8,adulto,30.0
BU0001206,EN0000399,FUN000161,S,6,niño,15.0
BU0001207,EN0000399,FUN000888,X,15,adulto,15.0
BU0001208,EN0000399,FUN000462,T,12,niño,30.0
BU0001209,EN0000400,FUN000204,W,7,niño,10.0
BU0001210,EN0000400,FUN000801,H,20,adulto,22.5
BU0001211,EN0000400,FUN000900,J,1,adulto,30.0
BU0001212,EN0000400,FUN000736,G,7,niño,10.0
BU0001213,EN0000400,FUN000027,F,12,niño,22.5
BU0001214,EN0000401,FUN000602,I,15,niño,10.0
BU0001215,EN0000402,FUN000191,F,8,niño,30.0
BU0001216,EN0000403,FUN000926,Y,9,niño,22.5
BU0001217,EN0000403,FUN000145,R,17,niño,30.0
BU0001218,EN0000403,FUN000395,J,18,adulto,30.0
BU0001219,EN0000404,FUN000182,F,2,niño,10.0
BU0001220,EN0000405,FUN000685,F,1,adulto,22.5
BU0001221,EN0000406,FUN000083,U,2,adulto,30.0
BU0001222,EN0000406,FUN000567,W,15,niño,10.0
BU0001223,EN0000406,FUN000628,Q,19,adulto,15.0
BU0001224,EN0000406,FUN000486,X,19,niño,10.0
BU0001225,EN0000406,FUN000651,I,20,niño,30.0
BU0001226,EN0000407,FUN000155,S,3,niño,30.0
BU0001227,EN0000408,FUN000449,B,6,niño,10.0
BU0001228,EN0000408,FUN000867,B,18,niño,15.0
BU0001229,EN0000408,FUN000613,U,20,adulto,10.0
BU0001230,EN0000409,FUN000298,V,2,adulto,10.0
BU0001231,EN0000410,FUN000285,G,9,niño,10.0
BU0001232,EN0000410,FUN000986,I,19,adulto,30.0
BU0001233,EN0000410,FUN000906,B,19,niño,30.0
BU0001234,EN0000411,FUN000038,I,7,adulto,30.0
BU0001235,EN0000411,FUN000158,Z,14,adulto,30.0
BU0001236,EN0000412,FUN000819,R,17,adulto,15.0
BU0001237,EN0000413,FUN000984,F,4,niño,15.0
BU0001238,EN0000413,FUN000818,Z,13,niño,22.5
BU0001239,EN0000413,FUN000756,N,12,niño,10.0
BU0001240,EN0000413,FUN000576,R,9,adulto,30.0
BU0001241,EN0000414,FUN000308,H,15,niño,22.5
BU0001242,EN0000414,FUN000474,A,5,adulto,15.0
BU0001243,EN0000414,FUN000145,F,1,niño,15.0
BU0001244,EN0000415,FUN000919,V,16,adulto,22.5
BU0001245,EN0000415,FUN000029,F,5,adulto,10.0
BU0001246,EN0000415,FUN000517,Z,17,adulto,15.0
BU0001247,EN0000415,FUN000276,D,16,niño,30.0
BU0001248,EN0000416,FUN000125,M,4,niño,22.5
BU0001249,EN0000417,FUN000777,A,5,niño,10.0
BU0001250,EN0000417,FUN000273,C,1,niño,15.0
BU0001251,EN0000417,FUN000979,U,19,adulto,10.0
BU0001252,EN0000418,FUN000507,Z,7,adulto,15.0
BU0001253,EN0000418,FUN000030,T,14,adulto,10.0
BU0001254,EN0000419,FUN000189,N,20,adulto,30.0
BU0001255,EN0000419,FUN000799,T,3,niño,15.0
BU0001256,EN0000419,FUN000302,B,16,adulto,15.0
BU0001257,EN0000419,FUN000031,G,5,niño,10.0
BU0001258,EN0000419,FUN000440,S,14,niño,15.0
BU0001259,EN0000420,FUN000928,Z,13,adulto,10.0
BU0001260,EN0000420,FUN000280,J,8,adulto,10.0
BU0001261,EN0000420,FUN000007,H,1,adulto,30.0
BU0001262,EN0000421,FUN000071,V,20,adulto,15.0
BU0001263,EN0000421,FUN000513,U,4,adulto,22.5
BU0001264,EN0000421,FUN000789,O,1,adulto,10.0
BU0001265,EN0000421,FUN000666,J,10,adulto,22.5
BU0001266,EN0000422,FUN000689,F,3,niño,10.0
BU0001267,EN0000422,FUN000670,Q,2,niño,30.0
BU0001268,EN0000423,FUN000708,J,4,niño,10.0
BU0001269,EN0000423,FUN000238,L,17,niño,22.5
BU0001270,EN0000424,FUN000765,J,6,adulto,10.0
BU0001271,EN0000425,FUN000746,L,5,niño,22.5
BU0001272,EN0000425,FUN000201,V,2,niño,30.0
BU0001273,EN0000425,FUN000443,C,5,adulto,30.0
BU0001274,EN0000425,FUN000488,Q,10,niño,30.0
BU0001275,EN0000425,FUN000194,O,10,adulto,22.5
BU0001276,EN0000426,FUN000037,G,3,niño,22.5
BU0001277,EN0000426,FUN000667,Q,16,niño,30.0
BU0001278,EN0000426,FUN000409,V,5,adulto,15.0
BU0001279,EN0000426,FUN000722,F,18,adulto,10.0
BU0001280,EN0000427,FUN000338,O,16,adulto,22.5
BU0001281,EN0000427,FUN000977,Q,9,niño,30.0
BU0001282,EN0000427,FUN000519,N,2,niño,22.5
BU0001283,EN0000428,FUN000409,G,10,niño,30.0
BU0001284,EN0000428,FUN000066,O,12,niño,15.0
BU0001285,EN0000428,FUN000886,W,1,adulto,22.5
BU0001286,EN0000428,FUN000558,E,3,adulto,22.5
BU0001287,EN0000428,FUN000001,E,7,niño,10.0
BU0001288,EN0000429,FUN000362,B,6,niño,22.5
BU0001289,EN0000429,FUN000737,B,15,niño,10.0
BU0001290,EN0000429,FUN000474,P,18,niño,10.0
BU0001291,EN0000430,FUN000474,B,5,niño,22.5
BU0001292,EN0000431,FUN000481,B,3,adulto,10.0
BU0001293,EN0000431,FUN000932,L,13,niño,30.0
BU0001294,EN0000431,FUN000739,K,14,niño,30.0
BU0001295,EN0000431,FUN000997,U,4,niño,30.0
BU0001296,EN0000432,FUN000586,W,3,adulto,15.0
BU0001297,EN0000432,FUN000151,E,14,adulto,10.0
BU0001298,EN0000432,FUN000948,O,6,niño,10.0
BU0001299,EN0000432,FUN000149,E,11,niño,10.0
BU0001300,EN0000432,FUN000839,J,6,niño,15.0
BU0001301,EN0000433,FUN000787,K,7,adulto,22.5
BU0001302,EN0000433,FUN000456,V,12,niño,15.0
BU0001303,EN0000434,FUN000581,Z,10,adulto,10.0
BU0001304,EN0000434,FUN000852,B,15,niño,30.0
BU0001305,EN0000434,FUN000075,O,9,niño,15.0
BU0001306,EN0000434,FUN000520,P,12,niño,10.0
BU0001307,EN0000435,FUN000187,A,16,niño,22.5
BU0001308,EN0000436,FUN000500,M,6,adulto,10.0
BU0001309,EN0000436,FUN000290,D,17,adulto,22.5
BU0001310,EN0000436,FUN000692,B,8,adulto,15.0
BU0001311,EN0000436,FUN000026,Q,11,adulto,15.0
BU0001312,EN0000437,FUN000507,U,20,adulto,22.5
BU0001313,EN0000437,FUN000397,L,17,adulto,15.0
BU0001314,EN0000438,FUN000511,R,14,niño,30.0
BU0001315,EN0000438,FUN000736,I,10,niño,10.0
BU0001316,EN0000438,FUN000891,G,14,niño,30.0
BU0001317,EN0000439,FUN000923,E,9,adulto,15.0
BU0001318,EN0000439,FUN000817,I,2,niño,30.0
BU0001319,EN0000440,FUN000304,R,2,niño,15.0
BU0001320,EN0000441,FUN000049,Z,4,adulto,15.0
BU0001321,EN0000442,FUN000787,B,12,adulto,30.0
BU0001322,EN0000443,FUN000767,K,20,adulto,30.0
BU0001323,EN0000444,FUN000427,H,13,niño,22.5
BU0001324,EN0000445,FUN000975,D,12,adulto,30.0
BU0001325,EN0000445,FUN000217,X,5,niño,30.0
BU0001326,EN0000446,FUN000417,Q,20,adulto,10.0
BU0001327,EN0000446,FUN000308,V,7,niño,30.0
BU0001328,EN0000446,FUN000721,E,8,niño,15.0
BU0001329,EN0000446,FUN000295,Z,14,niño,22.5
BU0001330,EN0000446,FUN000924,O,10,adulto,30.0
BU0001331,EN0000447,FUN000075,A,2,adulto,10.0
BU0001332,EN0000447,FUN000545,L,3,niño,22.5
BU0001333,EN0000447,FUN000512,H,1,adulto,15.0
BU0001334,EN0000448,FUN000227,V,12,adulto,22.5
BU0001335,EN0000449,FUN000242,P,19,adulto,15.0
BU0001336,EN0000449,FUN000922,A,13,adulto,10.0
BU0001337,EN0000449,FUN000588,S,9,niño,10.0
BU0001338,EN0000449,FUN000510,I,1,adulto,10.0
BU0001339,EN0000449,FUN000175,J,20,adulto,15.0
BU0001340,EN0000450,FUN000835,B,8,adulto,22.5
BU0001341,EN0000450,FUN000485,T,12,niño,22.5
BU0001342,EN0000450,FUN000819,D,20,niño,10.0
BU0001343,EN0000450,FUN000713,H,1,adulto,15.0
BU0001344,EN0000450,FUN000322,H,15,niño,22.5
BU0001345,EN0000451,FUN000509,A,15,adulto,22.5
BU0001346,EN0000452,FUN000222,F,4,adulto,30.0
BU0001347,EN0000452,FUN000617,D,17,niño,15.0
BU0001348,EN0000453,FUN000450,G,20,niño,30.0
BU0001349,EN0000453,FUN000862,T,8,niño,22.5
BU0001350,EN0000453,FUN000165,K,4,niño,10.0
BU0001351,EN0000453,FUN000504,N,3,adulto,15.0
BU0001352,EN0000453,FUN000360,G,5,adulto,15.0
BU0001353,EN0000454,FUN000374,K,11,niño,22.5
BU0001354,EN0000454,FUN000299,P,17,adulto,30.0
BU0001355,EN0000454,FUN000701,Z,8,adulto,30.0
BU0001356,EN0000455,FUN000339,E,10,niño,30.0
BU0001357,EN0000456,FUN000231,C,4,niño,30.0
BU0001358,EN0000456,FUN000801,J,16,adulto,30.0
BU0001359,EN0000456,FUN000657,H,11,adulto,30.0
BU0001360,EN0000456,FUN000162,P,1,niño,30.0
BU0001361,EN0000456,FUN000891,O,14,niño,30.0
BU0001362,EN0000457,FUN000127,M,7,niño,15.0
BU0001363,EN0000457,FUN000512,P,16,niño,30.0
BU0001364,EN0000458,FUN000410,L,16,niño,30.0
BU0001365,EN0000458,FUN000841,B,16,adulto,30.0
BU0001366,EN0000458,FUN000623,M,2,adulto,22.5
BU0001367,EN0000458,FUN000773,T,11,adulto,22.5
BU0001368,EN0000458,FUN000075,C,13,adulto,22.5
BU0001369,EN0000459,FUN000933,W,16,adulto,15.0
BU0001370,EN0000459,FUN000016,H,8,adulto,22.5
BU0001371,EN0000459,FUN000549,O,15,niño,30.0
BU0001372,EN0000460,FUN000832,H,3,niño,10.0
BU0001373,EN0000461,FUN000304,F,16,adulto,15.0
BU0001374,EN0000462,FUN000566,F,16,niño,22.5
BU0001375,EN0000462,FUN000576,B,8,niño,10.0
BU0001376,EN0000463,FUN000134,V,9,adulto,30.0
BU0001377,EN0000463,FUN000521,B,10,niño,10.0
BU0001378,EN0000463,FUN000696,P,10,adulto,15.0
BU0001379,EN0000463,FUN000863,W,3,niño,15.0
BU0001380,EN0000464,FUN000512,G,16,adulto,15.0
BU0001381,EN0000464,FUN000879,W,11,niño,22.5
BU0001382,EN0000464,FUN000946,D,9,niño,10.0
BU0001383,EN0000465,FUN000259,V,3,adulto,30.0
BU0001384,EN0000465,FUN000211,Y,4,adulto,22.5
BU0001385,EN0000466,FUN000557,F,2,adulto,22.5
BU0001386,EN0000467,FUN000480,I,14,adulto,22.5
BU0001387,EN0000467,FUN000943,M,13,adulto,15.0
BU0001388,EN0000467,FUN000712,U,6,adulto,10.0
BU0001389,EN0000468,FUN000511,Z,13,adulto,30.0
BU0001390,EN0000468,FUN000547,U,12,niño,22.5
BU0001391,EN0000468,FUN000563,N,12,adulto,15.0
BU0001392,EN0000468,FUN000490,X,12,niño,30.0
BU0001393,EN0000468,FUN000270,X,11,adulto,15.0
BU0001394,EN0000469,FUN000341,M,3,niño,22.5
BU0001395,EN0000470,FUN000023,V,7,adulto,22.5
BU0001396,EN0000471,FUN000854,P,20,niño,30.0
BU0001397,EN0000472,FUN000832,Z,16,adulto,22.5
BU0001398,EN0000472,FUN000189,S,16,niño,22.5
BU0001399,EN0000472,FUN000230,S,16,niño,22.5
BU0001400,EN0000472,FUN000778,R,6,niño,22.5
BU0001401,EN0000473,FUN000797,I,7,niño,10.0
BU0001402,EN0000473,FUN000557,F,16,niño,22.5
BU0001403,EN0000474,FUN000235,I,2,adulto,10.0
BU0001404,EN0000474,FUN000259,K,13,niño,10.0
BU0001405,EN0000474,FUN000597,V,19,adulto,22.5
BU0001406,EN0000475,FUN000960,X,15,adulto,10.0
BU0001407,EN0000475,FUN000081,F,9,niño,15.0
BU0001408,EN0000475,FUN000101,E,8,niño,22.5
BU0001409,EN0000475,FUN000277,N,13,adulto,15.0
BU0001410,EN0000475,FUN000408,S,15,adulto,15.0
BU0001411,EN0000476,FUN000869,D,3,adulto,10.0
